,PV [kW],Wind [kW],Battery [kW],Battery SOC [%]
0,0.0,1.1371858854153698,0.0,10.011879315011122
1,0.0,0.4284729041867652,0.0,10.012814524700651
2,0.0,1.2190602923937026,0.0,10.013438044745483
3,0.0,13.809820324296084,0.0,10.013948251659482
4,0.0,1.2241788310073167,0.0,10.014392431253082
5,0.0,0.0462691727158879,0.0,10.0147916471353
6,0.0,0.0,0.0,10.015157579160354
7,6.016642591445278,0.06065228783949758,0.0,10.015497537381535
8,108.14878943126632,0.0,0.0,10.01581646951355
9,160.78573476032554,0.0,0.0,10.01611791444518
10,273.5670243317909,0.05119659522322936,0.0,10.016404509836828
11,395.9482319879875,0.019894343303085316,-95.90000000651033,19.97318398935473
12,371.4080227858139,0.04274326309559265,-71.229905464964,26.91407665020123
13,306.66017878443034,0.039681476199665666,-677.8150041999173,90.0
14,233.42941404501917,0.031827295930492494,0.0,90.0
15,92.45865697545831,0.0017363349855381016,0.0,90.0
16,-0.0,0.36314702337641425,0.0,90.0
17,0.0,23.12127440601624,0.0,90.0
18,0.0,33.936526417938126,265.78990912996983,65.11074717296276
19,0.0,1.2256776785539225,184.1948673124723,47.622732185809554
20,0.0,0.07844336463340756,298.9775270538487,17.657369344498743
21,0.0,0.9869912540460635,0.0,17.657369344498743
22,0.0,28.577942897104336,0.0,17.657369344498743
23,0.0,1.4035224843412273,0.0,17.657369344498743
24,0.0,59.279559441418314,0.0,17.657369344498743
25,0.0,75.63872930282889,0.0,17.657369344498743
26,0.0,76.60067104828971,0.0,17.657369344498743
27,0.0,291.2893990245242,0.0,17.657369344498743
28,0.0,6.036438166375369,0.0,17.657369344498743
29,0.0,24.083156899554936,71.57608241911588,10.14651064742435
30,0.0,2.730137433998788,0.0,10.14651064742435
31,10.123268212451121,0.048740037875089987,0.0,10.14651064742435
32,153.0729922181565,0.1970833082664054,0.0,10.14651064742435
33,243.70646923490477,3.4325592403298852,0.0,10.14651064742435
34,323.5802240588151,67.7181438200484,-91.03095381120626,19.2176573511417
35,369.66881893648457,114.4090402976411,-183.75016028783259,36.853685027069105
36,357.47376545704714,30.69715695460428,-88.05728481299006,45.23352057163686
37,308.6321636256495,44.13938832200134,-480.33818258862124,90.00009874192482
38,242.47492882888753,1.7549397061249667,0.0,90.00009874192482
39,130.5144244302412,0.042602894066247926,0.0,90.00009874192482
40,-0.0,0.0,0.0,90.00009874192482
41,0.0,3.6871793323415005,295.9354885757623,62.166053123626064
42,0.0,8.873134809812697,290.51774670213155,34.16878725685311
43,0.0,14.29260382560122,162.58254468050768,17.881639927881835
44,0.0,1.213124300463515,0.0,17.881639927881835
45,0.0,11.844823841109758,0.0,17.881639927881835
46,0.0,10.536758430971581,0.0,17.881639927881835
47,0.0,106.31290060232473,0.0,17.881639927881835
48,0.0,26.21468052054074,73.63147136165436,10.149825064764869
49,0.0,0.7889107510260147,0.0,10.149825064764869
50,0.0,0.07867872721543248,0.0,10.149825064764869
51,0.0,62.258852030134335,0.0,10.149825064764869
52,0.0,68.96323207393613,0.0,10.149825064764869
53,0.0,62.97958196002514,0.0,10.149825064764869
54,0.0,25.273748468324158,0.0,10.149825064764869
55,9.794393091791367,2.85100298023157,0.0,10.149825064764869
56,147.28521156245637,0.2966071440358684,0.0,10.149825064764869
57,235.53953778637498,8.816734881574398,0.0,10.149825064764869
58,295.32450204167367,4.242628524874624,0.0,10.149825064764869
59,339.9231062252782,1.1610919359430851,-40.958706354750895,14.327165746327807
60,321.8106720792136,4.321087925133682,-26.017418779850665,16.945133665553534
61,287.40294765768266,60.11966742956912,-756.7862669093585,87.52777233033179
62,233.8999195400707,94.17935304001315,-25.880823675571552,89.91625279371274
63,125.78976966679967,10.925602980121376,0.0,89.91625279371274
64,1.2888402989558587,1.0468283849098259,165.90690529849604,74.4239303825059
65,0.0,4.126081207845768,295.4347494160277,46.322893316597735
66,0.0,11.466464672976855,287.6101326163592,17.447772085137007
67,0.0,326.39373423143013,-26.324945400252094,20.065474461720967
68,0.0,703.7627708935371,-403.2721004439246,58.11650128156555
69,0.0,270.68567992527403,29.260151773360715,55.35160845941846
70,0.0,12.751723934649291,286.5314655028427,27.418917034057177
71,0.0,119.62228982593953,61.91892485816731,21.28984835060649
72,0.0,372.0595096694344,0.0,21.28984835060649
73,0.0,502.9983082157951,0.0,21.28984835060649
74,0.0,859.4545454545455,-35.94804162172498,24.82167604663032
75,0.0,814.0622555433862,-513.5426913638647,72.96409837402166
76,0.0,482.28649539939124,-182.13670897263682,89.94703867455476
77,0.0,214.09546086560078,7.64939714437856,89.25089059958606
78,0.0,176.0943872077928,0.0,89.25089059958606
79,7.368188160279585,1.209760404644924,0.0,89.25089059958606
80,144.59502715742198,0.6277790734043722,0.0,89.25089059958606
81,223.11987279208532,0.13112047080120348,0.0,89.25089059958606
82,305.81733569661014,0.981260398116965,-6.793939207478921,89.93821456041134
83,301.44671984088393,0.5069115490333211,-0.5625821979656704,89.99676779606837
84,298.35084188771685,1.2113911779568574,0.0,89.99676779606837
85,278.83716621816274,18.68269520677792,0.0,89.99676779606837
86,220.12111842541407,1.1369533121785327,0.0,89.99676779606837
87,99.07732959498955,1.215555194056795,0.0,89.99676779606837
88,3.3174198139622724,0.2017237336683877,0.0,89.99676779606837
89,0.0,1.1407739017426555,298.5280516135621,61.85953178282689
90,0.0,0.04598406007582015,299.38117313315934,32.914048041794906
91,0.0,1.1908960986003119,151.11476669290587,17.74709675026862
92,0.0,5.187360046829355,0.0,17.74709675026862
93,0.0,1.622642959421528,0.0,17.74709675026862
94,0.0,10.612816537966516,0.0,17.74709675026862
95,0.0,0.615161671747325,0.0,17.74709675026862
96,0.0,10.767689683246317,0.0,17.74709675026862
97,0.0,199.38620946408605,0.0,17.74709675026862
98,0.0,56.47348328866357,0.0,17.74709675026862
99,0.0,280.71736580567824,-489.61352418797884,63.86134667744783
100,0.0,58.36674206206277,0.0,63.86134667744783
