,PV [kW],Wind [kW],Battery [kW],Battery SOC [%]
0,0.0,1.1371858854153698,0.0,10.011879315011122
1,0.0,0.4284729041867652,0.0,10.012814524700651
2,0.0,1.2190602923937026,0.0,10.013438044745483
3,0.0,13.809820324296084,0.0,10.013948251659482
4,0.0,1.2241788310073167,0.0,10.014392431253082
5,0.0,0.0462691727158879,0.0,10.0147916471353
6,0.0,0.0,0.0,10.015157579160354
7,6.016642591445278,0.06065228783949758,0.0,10.015497537381535
8,108.14878943126632,0.0,0.0,10.01581646951355
9,160.78573476032554,0.0,0.0,10.01611791444518
10,273.5670243317909,0.05119659522322936,0.0,10.016404509836828
11,395.9482319879875,0.019894343303085316,0.0,10.01667828553096
12,371.4080227858139,0.04274326309559265,-371.40000002621935,45.73525986782264
13,306.66017878443034,0.039681476199665666,-306.37375675986044,74.38918339541077
14,233.42941404501917,0.031827295930492494,-167.33310999323368,89.98456662829838
15,92.45865697545831,0.0017363349855381016,0.0,89.98456662829838
16,-0.0,0.36314702337641425,0.0,89.98456662829838
17,0.0,23.12127440601624,0.0,89.98456662829838
18,0.0,33.936526417938126,265.7871265434552,65.0694357850791
19,0.0,1.2256776785539225,184.19411326720444,47.57884250129957
20,0.0,0.07844336463340756,298.97486724875034,17.60635184252771
21,0.0,0.9869912540460635,0.0,17.60635184252771
22,0.0,28.577942897104336,0.0,17.60635184252771
23,0.0,1.4035224843412273,0.0,17.60635184252771
24,0.0,59.279559441418314,0.0,17.60635184252771
25,0.0,75.63872930282889,-75.41210776699754,24.99733525642532
26,0.0,76.60067104828971,-54.779769754805436,30.305942946447477
27,0.0,291.2893990245242,-10.577312801961453,31.33014778958843
28,0.0,6.036438166375369,-5.987322621896986,31.909814548712706
29,0.0,24.083156899554936,0.0,31.909814548712706
30,0.0,2.730137433998788,0.0,31.909814548712706
31,10.123268212451121,0.048740037875089987,0.0,31.909814548712706
32,153.0729922181565,0.1970833082664054,-105.70591001581896,42.00188846725253
33,243.70646923490477,3.4325592403298852,-246.80417527140906,65.1990746006237
34,323.5802240588151,67.7181438200484,0.0,65.1990746006237
35,369.66881893648457,114.4090402976411,0.0,65.1990746006237
36,357.47376545704714,30.69715695460428,0.0,65.1990746006237
37,308.6321636256495,44.13938832200134,0.0,65.1990746006237
38,242.47492882888753,1.7549397061249667,0.0,65.1990746006237
39,130.5144244302412,0.042602894066247926,0.0,65.1990746006237
40,-0.0,0.0,288.96123153933223,37.48965169224673
41,0.0,3.6871793323415005,0.0,37.48965169224673
42,0.0,8.873134809812697,0.0,37.48965169224673
43,0.0,14.29260382560122,162.6302557281141,21.398327302356595
44,0.0,1.213124300463515,1.5955630558822287,21.24072828236835
45,0.0,11.844823841109758,20.339923814102132,19.21409785530265
46,0.0,10.536758430971581,0.0,19.21409785530265
47,0.0,106.31290060232473,0.0,19.21409785530265
48,0.0,26.21468052054074,50.025954530170395,14.10939590983104
49,0.0,0.7889107510260147,-0.7972297991096312,14.19092790854786
50,0.0,0.07867872721543248,-0.09965380352844637,14.201311434871409
51,0.0,62.258852030134335,-62.12240714362202,20.369496458518608
52,0.0,68.96323207393613,-68.83624160041583,27.084420382071215
53,0.0,62.97958196002514,0.0,27.084420382071215
54,0.0,25.273748468324158,0.0,27.084420382071215
55,9.794393091791367,2.85100298023157,0.0,27.084420382071215
56,147.28521156245637,0.2966071440358684,-147.34261566702534,41.16733401346204
57,235.53953778637498,8.816734881574398,-176.95291957324162,57.86849504728009
58,295.32450204167367,4.242628524874624,0.0,57.86849504728009
59,339.9231062252782,1.1610919359430851,0.0,57.86849504728009
60,321.8106720792136,4.321087925133682,0.0,57.86849504728009
61,287.40294765768266,60.11966742956912,0.0,57.86849504728009
62,233.8999195400707,94.17935304001315,0.0,57.86849504728009
63,125.78976966679967,10.925602980121376,-47.94060788023047,62.39748428306462
64,1.2888402989558587,1.0468283849098259,136.57360711131807,49.43321813529404
65,0.0,4.126081207845768,295.0501633034595,20.096137618138766
66,0.0,11.466464672976855,0.0,20.096137618138766
67,0.0,326.39373423143013,0.0,20.096137618138766
68,0.0,703.7627708935371,0.0,20.096137618138766
69,0.0,270.68567992527403,29.208190482624968,17.16199357563176
70,0.0,12.751723934649291,0.0,17.16199357563176
71,0.0,119.62228982593953,1.29590082335936,17.032467499134878
72,0.0,372.0595096694344,0.0,17.032467499134878
73,0.0,502.9983082157951,-196.818416500953,35.95925648439548
74,0.0,859.4545454545455,-299.23643669979566,64.11614582840774
75,0.0,814.0622555433862,-220.99015110601218,84.76036180369087
76,0.0,482.28649539939124,0.0,84.76036180369087
77,0.0,214.09546086560078,85.81131600122892,76.73798019873976
78,0.0,176.0943872077928,123.75196292912754,65.09705574829917
79,7.368188160279585,1.209760404644924,79.49442358509417,57.59127513835054
80,144.59502715742198,0.6277790734043722,0.0,57.59127513835054
81,223.11987279208532,0.13112047080120348,0.0,57.59127513835054
82,305.81733569661014,0.981260398116965,0.0,57.59127513835054
83,301.44671984088393,0.5069115490333211,-34.44391823925266,60.84961628478111
84,298.35084188771685,1.2113911779568574,0.0,60.84961628478111
85,278.83716621816274,18.68269520677792,0.0,60.84961628478111
86,220.12111842541407,1.1369533121785327,0.0,60.84961628478111
87,99.07732959498955,1.215555194056795,0.0,60.84961628478111
88,3.3174198139622724,0.2017237336683877,151.34011076100253,46.449265665576505
89,0.0,1.1407739017426555,0.0,46.449265665576505
90,0.0,0.04598406007582015,0.0,46.449265665576505
91,0.0,1.1908960986003119,0.0,46.449265665576505
92,0.0,5.187360046829355,0.0,46.449265665576505
93,0.0,1.622642959421528,0.0,46.449265665576505
94,0.0,10.612816537966516,0.0,46.449265665576505
95,0.0,0.615161671747325,10.582927900597852,45.44710674570223
96,0.0,10.767689683246317,-10.782867215844915,46.4743863520166
97,0.0,199.38620946408605,-199.16119960836022,65.22025463882242
98,0.0,56.47348328866357,-56.43680576482327,70.52144677583259
