Project,Scenario,Dollar_year,Weather_year,Start_day,country
Cambium_2022,HighNGPrice,2021$,2012,Sunday,usa
Metric definitions and scenario descriptions: 2022 Cambium Documentation (https://www.nrel.gov/docs/fy23osti/84916.pdf)
Geography,Time,Load,Load,Load,Load,Load,Load,Load,Transmission,Transmission,Operational,Operational,Operational,Operational,Operational,Clean Energy Fraction,Clean Energy Fraction,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Emissions,Busbar costs,Busbar costs,Busbar costs,Busbar costs,End use cost,End use cost,End use cost,End use cost,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Generation,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Capacity,Energy Capacity,Energy Capacity,Energy Capacity,Policy,Policy,Policy,Policy,Policy
AR,2024,51551216.0,0.0,32974.1,922169.2,52506358.8,49697857.2,51408674.9,50753444.0,46543344.0,0.0359,0.054,0.1766,4366.42,11237.3,0.38,0.54,487.4,47.9,6.9,25.3,1328.6,0.3,490.7,64.9,555.6,401.1,41.2,5.94,18.5,1037.6,0.23,403.9,49.5,453.4,370.5,20.4,2.86,32.8,1427.1,0.23,371.9,75.4,447.3,816.2,72.4,10.44,46.0,2374.2,0.46,821.2,116.9,938.1,23375536.1,2302.1,331.4,1209168.8,63633.2,14.3,23534608.8,3109353.0,26643961.8,0.0,33.28,0.86,0.0,34.14,35.28,0.93,0.0,36.21,48395948.0,1097684.0,0.0,98088.3,0.0,0.0,19748446.0,0.0,0.0,428917.4,10012736.0,0.0,14238.1,0.0,2901682.5,14495936.0,0.0,27137.6,0.0,668766.5,0.0,0.0,0.0,16.8,0.0,5128.1,0.0,0.0,278.5,4597.0,0.0,522.4,0.0,1265.8,1817.8,0.0,30.0,0.0,306.7,0.0,0.0,0.0,300.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,2026,52636924.0,799.4,44865.4,1132670.6,53815258.6,50744535.6,51457400.1,62047092.0,50749344.0,0.0359,0.054,0.1766,65144.42,11488.9,0.46,0.66,440.0,44.9,6.48,22.0,1150.6,0.28,443.1,56.4,499.5,313.4,33.1,4.79,13.9,781.9,0.19,315.7,37.2,352.9,314.8,18.9,2.65,26.1,1188.1,0.18,316.1,61.6,377.7,759.0,68.5,9.86,41.5,2200.6,0.41,763.8,107.2,871.0,18547254.5,1894.4,273.4,924964.5,48410.1,12.0,18678345.5,2370864.2,21049209.6,0.0,30.92,13.01,0.0,43.92,32.76,14.16,0.0,46.92,42573036.0,2357858.5,668.4,95579.5,0.0,0.0,16527090.0,0.0,0.0,1084511.0,6289825.5,0.0,4640.5,0.0,2871755.0,14388838.0,0.0,36780.3,0.0,1273347.5,0.0,0.0,0.6,16.8,0.0,4310.4,0.0,0.0,705.1,4597.0,0.0,522.4,0.0,1265.8,1817.8,0.0,30.0,0.0,567.6,0.0,0.0,2.2,300.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,2028,53973292.0,998.4,68816.3,2019705.4,56062811.0,52032872.5,52982897.2,108522260.0,83148590.0,0.0359,0.054,0.1766,47659.15,11869.8,0.64,0.85,314.4,34.2,4.95,15.7,760.3,0.25,316.8,38.4,355.3,141.7,15.4,2.24,6.3,340.1,0.09,142.8,16.5,159.3,235.6,14.3,1.97,19.0,916.6,0.11,236.6,46.4,282.9,636.4,58.6,8.43,34.4,1821.1,0.35,640.5,88.8,729.3,9502387.7,1035.3,150.1,473988.5,22896.1,7.5,9574206.1,1158334.4,10732540.6,0.0,25.44,8.94,0.0,34.38,27.05,9.75,0.0,36.8,30665872.0,3079913.8,844.9,91711.3,0.0,0.0,9399990.0,0.0,0.0,1824331.0,1599831.9,0.0,1234.1,0.0,2804411.5,13632106.0,0.0,55829.7,0.0,1255582.9,0.0,0.0,0.6,16.8,0.0,3487.7,0.0,0.0,1192.1,4597.0,0.0,522.4,0.0,1292.8,1817.8,0.0,30.0,0.0,567.6,0.0,0.0,2.2,300.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,2030,55531144.0,604794.0,76884.7,2217815.6,58430636.4,53534739.5,50384944.3,114294860.0,90983580.0,0.0359,0.054,0.1767,60057.95,12294.7,0.71,0.87,269.1,30.1,4.37,12.7,623.3,0.21,271.2,31.3,302.6,125.8,14.1,2.04,5.3,289.5,0.08,126.7,13.9,140.7,235.0,20.6,2.94,13.4,715.8,0.12,236.4,34.7,271.2,644.5,62.3,8.99,31.8,1756.5,0.35,648.8,84.3,733.1,9297311.1,1043.1,151.5,437474.8,21448.6,7.4,9369751.8,1078655.3,10448407.1,0.0,24.46,11.12,0.0,35.59,26.13,12.24,0.0,38.36,35096268.0,8045692.0,509207.4,90188.1,0.0,0.0,9423460.0,0.0,0.0,2720948.8,788128.9,0.0,436.5,0.0,2725616.0,13450768.0,0.0,62770.2,0.0,5324743.5,0.0,0.0,326.8,16.8,0.0,3487.7,0.0,0.0,1786.5,4536.0,0.0,522.4,0.0,1292.8,1817.8,0.0,30.0,0.0,2226.1,0.0,0.0,1345.2,300.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,2035,59632330.0,1206187.0,77229.0,2495689.8,63411431.2,57488556.5,52530137.3,126519336.0,99458340.0,0.0359,0.0539,0.1766,94090.09,13472.3,0.76,0.9,223.5,25.3,3.68,10.7,509.7,0.18,225.3,25.9,251.2,98.6,11.2,1.63,4.1,222.4,0.07,99.4,10.7,110.2,236.7,21.1,3.02,13.1,708.6,0.12,238.2,34.2,272.4,584.5,58.4,8.44,27.5,1537.3,0.32,588.6,73.4,662.0,7954506.5,903.2,131.3,378894.0,18047.0,6.6,8017253.8,918502.8,8935756.6,0.0,21.71,17.47,0.0,39.18,23.33,19.37,0.0,42.69,36333120.0,10881294.0,1033610.3,86250.1,0.0,0.0,8189607.0,0.0,0.0,3240134.2,425335.0,0.0,399.9,0.0,2627086.0,13026487.0,0.0,63049.7,0.0,7641159.0,0.0,0.0,543.3,16.8,0.0,3487.7,0.0,0.0,2181.8,4655.9,0.0,593.8,0.0,1312.8,1817.8,0.0,30.0,0.0,3224.9,0.0,0.0,2980.3,300.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,2040,64297656.0,1406567.8,74766.1,2687763.7,68466757.9,61986243.7,53452714.2,135616900.0,106155464.0,0.0359,0.0539,0.1766,102447.49,14812.0,0.8,0.92,182.8,20.6,3.0,9.1,419.4,0.16,184.3,21.6,205.9,78.4,8.9,1.29,3.4,178.0,0.06,79.0,8.7,87.8,274.0,23.4,3.34,16.1,854.8,0.14,275.6,41.6,317.2,477.9,46.9,6.77,23.4,1284.6,0.26,481.2,61.7,542.9,6957201.2,787.7,114.5,344489.4,15882.7,6.0,7011918.7,819439.8,7831358.5,0.0,18.91,19.36,0.0,38.27,20.34,21.47,0.0,41.8,38963784.0,15014045.0,1188038.9,81894.2,0.0,0.0,7153099.0,0.0,0.0,3273567.5,449356.4,0.0,2482.3,0.0,2454471.0,12560675.0,0.0,59725.1,0.0,11740476.0,0.0,0.0,656.3,16.8,0.0,3487.7,0.0,0.0,2281.3,4971.3,0.0,1137.6,0.0,1312.8,1817.8,0.0,30.0,0.0,4943.1,0.0,0.0,3429.6,300.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,2045,68468440.0,990345.4,76926.2,2804036.0,72339743.8,66007115.7,55751602.5,141759630.0,109971540.0,0.0359,0.0539,0.1766,104488.71,15923.2,0.8,0.93,188.0,20.9,3.03,9.2,440.6,0.16,189.4,22.4,211.8,74.9,8.4,1.21,3.3,173.6,0.05,75.5,8.5,84.0,214.4,16.9,2.4,14.0,713.2,0.11,215.5,35.3,250.9,397.1,36.6,5.25,21.8,1149.3,0.22,399.6,56.1,455.7,7438648.6,830.1,120.5,363441.6,17333.2,6.2,7496282.6,881662.3,8377944.9,0.0,18.65,19.99,0.0,38.65,19.98,22.07,0.0,42.06,40520228.0,16588141.0,845444.9,21583.8,0.0,0.0,7431151.0,0.0,0.0,3331771.2,802551.0,0.0,10212.7,0.0,2403191.5,12356049.0,0.0,61902.2,0.0,13256370.0,0.0,0.0,434.1,8.8,0.0,3487.7,0.0,0.0,2403.6,4971.3,0.0,2299.6,0.0,1312.8,1817.8,0.0,30.0,0.0,5707.0,0.0,0.0,2443.2,300.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,2050,72378056.0,569609.3,75002.1,2932192.0,75954855.8,69776169.0,59088008.5,148347860.0,114646640.0,0.0359,0.0539,0.1769,105868.92,16874.2,0.76,0.91,211.7,22.5,3.25,10.8,528.4,0.16,213.2,26.6,239.9,79.1,8.4,1.22,3.8,195.9,0.05,79.7,9.6,89.3,215.8,16.1,2.27,15.1,748.2,0.11,216.9,37.4,254.4,329.7,26.7,3.79,21.3,1071.0,0.18,331.5,53.2,384.7,8746052.0,933.1,135.1,445110.9,21683.7,6.8,8810732.9,1093134.8,9903867.7,0.0,19.58,20.23,0.0,39.81,20.88,22.26,0.0,43.14,42254730.0,16866848.0,482785.0,20005.5,0.0,0.0,8192647.0,0.0,0.0,3485520.5,2123437.0,0.0,19805.2,0.0,2318106.0,12171012.0,0.0,60081.9,0.0,13289781.0,91545.6,0.0,319.3,8.8,0.0,3328.6,0.0,0.0,2575.5,5428.3,0.0,3842.3,0.0,1312.8,1817.8,0.0,30.0,0.0,5816.0,0.0,21.5,1248.7,300.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ,2024,89306130.0,1075135.9,492253.9,1455674.0,92329189.8,86096749.9,44151804.1,36386304.0,68157944.0,0.0359,0.0539,0.1155,43625.34,21622.5,0.7,0.67,213.8,18.5,2.64,14.4,664.3,0.15,215.1,34.2,249.3,247.8,21.8,3.12,15.9,757.0,0.17,249.3,38.5,287.9,210.9,4.8,0.53,24.2,1075.4,0.09,211.2,56.3,267.5,635.6,49.4,6.99,41.7,2125.9,0.32,639.0,105.2,744.1,26401848.7,2287.4,326.1,1771992.0,81996.4,18.8,26559041.6,4220627.5,30779669.1,0.0,31.84,8.87,0.0,40.71,33.95,9.81,0.0,43.76,124348660.0,48177384.0,928025.9,207487.2,0.0,0.0,17312994.0,0.0,605009.7,2758967.5,19457938.0,0.0,197174.6,0.0,7246221.0,30399872.0,29759.0,391797.8,0.0,42384190.0,2429218.0,0.0,760.5,30.7,0.0,2943.0,0.0,295.6,1611.8,10756.2,0.0,3142.0,0.0,2840.9,3937.0,1118.0,216.3,0.0,15461.9,0.0,853.6,2551.9,2163.0,0.0,0.0,0.08,0.0,0.0,0.0
AZ,2026,91575000.0,2917636.8,930258.8,1723800.5,97146698.0,88284083.3,45917852.4,45788904.0,74945580.0,0.0359,0.0539,0.1155,59860.94,22167.8,0.74,0.71,196.5,17.7,2.54,12.7,588.1,0.14,197.7,30.2,227.9,228.8,21.1,3.03,13.8,668.5,0.16,230.2,33.8,264.0,117.8,3.2,0.38,13.0,582.6,0.05,118.0,30.4,148.4,618.5,48.0,6.8,40.7,2068.7,0.31,621.8,102.4,724.2,24689546.0,2228.7,318.8,1592322.9,73917.7,18.0,24842981.1,3799989.7,28642970.8,0.0,31.68,11.9,0.0,43.58,34.17,13.47,0.0,47.64,126479080.0,51228844.0,2455466.2,206875.9,0.0,0.0,17062806.0,0.0,606846.5,3243660.5,15856054.0,0.0,124131.8,0.0,8491602.0,30303076.0,14795.7,735418.5,0.0,44282020.0,3096320.5,0.0,1812.2,30.7,0.0,2943.0,0.0,295.6,1888.1,10756.2,0.0,3047.0,0.0,3237.9,3937.0,1118.0,386.5,0.0,16129.1,0.0,1056.0,6758.8,3865.4,0.0,0.0,0.09,0.0,0.0,0.0
