1.27E+00,1.28E+00,1.29E+00,1.29E+00,1.31E+00
1.21E+00,1.22E+00,1.22E+00,1.23E+00,1.24E+00
1.15E+00,1.16E+00,1.16E+00,1.17E+00,1.18E+00
1.10E+00,1.11E+00,1.11E+00,1.12E+00,1.12E+00
1.08E+00,1.08E+00,1.08E+00,1.09E+00,1.09E+00
