1.267198921948831991e+00,1.276249690253014712e+00,1.285312460222254316e+00,1.294499063290208918e+00,1.305319776189429959e+00
1.210945057629910782e+00,1.216769270573665906e+00,1.224350053986934306e+00,1.232222970711809973e+00,1.241093355518279262e+00
1.151165351661627145e+00,1.156948184630943732e+00,1.160943103261986797e+00,1.167273507971547275e+00,1.176150918655880506e+00
1.103167567611698985e+00,1.106323260440010170e+00,1.111090432170445785e+00,1.116210053714535411e+00,1.121629648820377634e+00
1.076215463446396958e+00,1.078900033158990190e+00,1.082399455025377932e+00,1.085497267249614817e+00,1.089812152264050926e+00
