Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NREL M2,0,Arvada,CO,US,39.91,-105.22,-7,1835,-7,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.1.1
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,2,23,30,0,0,0,1.5835,-2.2771,161.38,811.7371,-14.9075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,0,30,0,0,0,1.2146,-1.5439,162.12,811.9156,-15.4465,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,1,30,0,0,0,1.5582,-2.2967,155.23,811.7378,-15.0288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,2,30,0.1048,0,0,0.919,-0.7235,145.02,811.536,-14.2475,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,3,30,0.4243,0,0,1.8763,-0.7155,133.78,811.4003,-13.5943,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,4,30,0,0,0,1.8179,-0.2558,122.29,810.9173,-13.2733,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,5,30,0.0252,0,0,1.6631,0.7228,110.92,810.778,-13.0867,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,6,30,0,0,0,1.1802,0.9287,99.94,811.133,-12.8813,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,7,30,19.4868,16.48883077,268.3182462,1.7058,0.4599,89.26,811.3346,-12.4087,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,8,30,141.1057,28.76039745,659.6916166,1.0692,3.7167,80.22,811.6284,-10.0878,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,9,30,274.5044,41.26536732,768.7917346,0.9345,5.7374,72.37,811.9045,-8.3616,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,10,30,379.5705,42.95370554,844.1718048,1.542,8.54,66.51,811.7189,-6.7601,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,11,30,459.2205,49.99578024,908.2566744,1.7785,8.9264,63.23,811.3719,-5.636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,12,30,440.9739,48.31387351,862.6222506,1.4731,9.9235,62.95,810.9111,-5.6221,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,13,30,378.8614,44.37115495,812.3334523,2.534,10.8502,65.71,810.6704,-6.5856,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,14,30,287.1161,39.42489731,766.2143087,2.9191,11.1448,71.15,810.5159,-6.1677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,15,30,160.1186,79.45735038,411.7335429,1.5686,10.5927,78.68,810.652,-6.8093,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,16,30,2.1378,1.21142,22.58942,1.0477,7.8682,87.62,811.0826,-6.777,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,17,30,0,0,0,1.3553,5.829,98.01,811.2577,-6.9973,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,18,30,0,0,0,0.9452,6.6248,108.9,811.2206,-7.7829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,19,30,0.2273,0,0,2.2136,7.1733,120.21,811.1733,-7.3637,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,20,30,0.0032,0,0,4.4562,7.8693,131.69,811.4475,-7.2107,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,21,30,0,0,0,3.5626,7.8165,143.01,811.7912,-6.9533,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2019,1,3,22,30,0,0,0,1.0443,6.6952,153.49,811.7453,-6.8564,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
