Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,100900,-,-,-,35.77,-115.02,-8,596,-8,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point
2011,1,1,0,30,0,0,0,1,-2,163.73,940,-10
2011,1,1,1,30,0,0,0,1,-2,153.64000000000001,940,-10
2011,1,1,2,30,0,0,0,1.1,-2,141.87,940,-10
2011,1,1,3,30,0,0,0,1.1,-3,129.74,940,-10
2011,1,1,4,30,0,0,0,1.1,-3,117.64,950,-10
2011,1,1,5,30,0,0,0,1.1,-3,105.81,950,-10
2011,1,1,6,30,0,0,0,1.4000000000000001,-2,94.47,950,-10
2011,1,1,7,30,86,28,549,2,-1,83.9,950,-11
2011,1,1,8,30,158,105,198,2.1,0,74.47,950,-13
2011,1,1,9,30,414,59,900,2,1,66.71000000000001,950,-15
2011,1,1,10,30,518,68,935,1.7000000000000002,2,61.28,950,-15
2011,1,1,11,30,562,71,949,1.5,3,58.83,950,-15
2011,1,1,12,30,543,72,936,1.4000000000000001,3,59.75,950,-14
2011,1,1,13,30,463,69,895,1.6,3,63.89,950,-14
2011,1,1,14,30,329,62,807,1.6,2,70.68,950,-14
2011,1,1,15,30,159,45,622,1.2000000000000002,1,79.42,950,-11
2011,1,1,16,30,0,0,0,1,0,89.52,950,-9
2011,1,1,17,30,0,0,0,0.9,-1,100.55,950,-10
2011,1,1,18,30,0,0,0,0.9,-1,112.18,950,-11
2011,1,1,19,30,0,0,0,1,-1,124.18,950,-11
2011,1,1,20,30,0,0,0,1.1,-2,136.33,950,-10
2011,1,1,21,30,0,0,0,1.2000000000000002,-2,148.34,950,-10
2011,1,1,22,30,0,0,0,1.2000000000000002,-1,159.47,950,-10
2011,1,1,23,30,0,0,0,1.2000000000000002,-1,166.81,950,-10
2011,1,2,0,30,0,0,0,1.2000000000000002,-1,163.72,950,-11
2011,1,2,1,30,0,0,0,1.3,-1,153.68,950,-10
2011,1,2,2,30,0,0,0,1.3,-1,141.93,950,-10
2011,1,2,3,30,0,0,0,1.3,-1,129.79,950,-10
2011,1,2,4,30,0,0,0,1.5,-1,117.69,950,-10
2011,1,2,5,30,0,0,0,1.6,-1,105.85000000000001,940,-10
2011,1,2,6,30,0,0,0,2.2,-1,94.51,940,-10
2011,1,2,7,30,48,38,92,3.2,0,83.92,940,-10
2011,1,2,8,30,254,52,752,3.5,1,74.47,950,-11
