Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Clearsky DHI Units,Clearsky DNI Units,Clearsky GHI Units,Dew Point Units,DHI Units,DNI Units,GHI Units,Solar Zenith Angle Units,Temperature Units,Pressure Units,Relative Humidity Units,Precipitable Water Units,Wind Direction Units,Wind Speed Units,Cloud Type -15,Cloud Type 0,Cloud Type 1,Cloud Type 2,Cloud Type 3,Cloud Type 4,Cloud Type 5,Cloud Type 6,Cloud Type 7,Cloud Type 8,Cloud Type 9,Cloud Type 10,Cloud Type 11,Cloud Type 12,Fill Flag 0,Fill Flag 1,Fill Flag 2,Fill Flag 3,Fill Flag 4,Fill Flag 5,Surface Albedo Units,Version
NSRDB,1249879,-,-,-,39.69,-73.86,-5,0,-5,w/m2,w/m2,w/m2,c,w/m2,w/m2,w/m2,Degree,c,mbar,%,cm,Degrees,m/s,N/A,Clear,Probably Clear,Fog,Water,Super-Cooled Water,Mixed,Opaque Ice,Cirrus,Overlapping,Overshooting,Unknown,Dust,Smoke,N/A,Missing Image,Low Irradiance,Exceeds Clearsky,Missing CLoud Properties,Rayleigh Violation,N/A,3.0.6
Year,Month,Day,Hour,Minute,GHI,DHI,DNI,Wind Speed,Temperature,Solar Zenith Angle,Pressure,Dew Point
2013,1,1,0,30,0,0,0,8,5,162.04,1010,2
2013,1,1,1,30,0,0,0,8.1,5,154.51,1010,2
2013,1,1,2,30,0,0,0,8.4,5,144.04,1010,2
2013,1,1,3,30,0,0,0,8.6,4,132.7,1010,2
2013,1,1,4,30,0,0,0,8.700000000000001,4,121.17,1010,1
2013,1,1,5,30,0,0,0,8.5,4,109.8,1010,1
2013,1,1,6,30,0,0,0,8.1,4,98.85000000000001,1010,1
2013,1,1,7,30,4,4,0,7.9,5,88.59,1010,1
2013,1,1,8,30,55,55,0,7.9,5,79.37,1010,1
2013,1,1,9,30,55,55,0,7.6000000000000005,5,71.65,1010,1
2013,1,1,10,30,126,126,0,7.300000000000001,5,66,1010,2
2013,1,1,11,30,149,149,0,7.2,6,63,1010,2
2013,1,1,12,30,129,129,0,7.4,6,63.04,1010,2
2013,1,1,13,30,122,122,0,7.300000000000001,6,66.11,1010,2
2013,1,1,14,30,91,91,0,6.9,5,71.82000000000001,1010,2
2013,1,1,15,30,65,64,5,6.800000000000001,5,79.58,1010,2
2013,1,1,16,30,5,5,0,6.800000000000001,4,88.82000000000001,1010,1
2013,1,1,17,30,0,0,0,7,4,99.11,1010,1
2013,1,1,18,30,0,0,0,7.2,4,110.07000000000001,1010,0
2013,1,1,19,30,0,0,0,7.300000000000001,3,121.44,1010,0
