Source,Location ID,Jurisdiction,Latitude,Longitude,Time Zone,Local Time Zone,Distance to Shore,Wind Direction,Windspeed,Pressure,Temperature,Version
Wind Integration National Toolkit,-,Hawaii,21.75167084,-157.8942108,0,-10,-,deg,m/s,mB,°C,v1.00
wind speed,temperature,degrees true,pressure,Year,Month,Day,Hour,Minute,,,,
3.560646453,21.12064437,337.155643,998.349315,2019,1,10,1,0,,,,
3.310727293,21.2302733,357.9478034,998.59842,2019,1,10,2,0,,,,
3.589832296,21.14029511,10.99008986,999.46121,2019,1,10,3,0,,,,
3.129911013,20.98027288,27.42876282,999.749315,2019,1,10,4,0,,,,
3.589728078,20.96027325,26.66197122,1000.349315,2019,1,10,5,0,,,,
3.551332614,21.04029352,32.63710142,1000.912105,2019,1,10,6,0,,,,
4.081768566,21.12019503,40.94016024,1000.849315,2019,1,10,7,0,,,,
6.77867592,20.84998067,57.00676842,1000.50021,2019,1,10,8,0,,,,
5.741243433,20.73353412,83.79077723,999.80021,2019,1,10,9,0,,,,
6.719877013,20.80201601,107.3871496,999.149315,2019,1,10,10,0,,,,
6.035342655,21.38056846,109.7342564,998.66121,2019,1,10,11,0,,,,
5.853728803,21.56029516,111.6964494,998.26121,2019,1,10,12,0,,,,
6.080452484,21.46020957,115.9084892,998.46121,2019,1,10,13,0,,,,
5.471294127,21.51998836,123.3680752,998.66121,2019,1,10,14,0,,,,
5.330597649,21.46033723,128.1475952,998.749315,2019,1,10,15,0,,,,
5.341326303,21.60030353,132.7167554,998.79842,2019,1,10,16,0,,,,
3.520548712,21.4401408,146.2747654,999.173105,2019,1,10,17,0,,,,
3.198055634,21.19082222,151.6941895,999.449315,2019,1,10,18,0,,,,
3.709874507,21.25100082,153.3127966,1000.024,2019,1,10,19,0,,,,
3.071835743,21.46016903,156.1766577,1000.112105,2019,1,10,20,0,,,,
3.430684992,21.61990409,144.3238454,999.710315,2019,1,10,21,0,,,,
4.231037094,21.85056088,130.1983628,998.96121,2019,1,10,22,0,,,,
5.220761128,21.88024771,107.1865438,998.010315,2019,1,10,23,0,,,,
5.130369018,21.83058299,110.6033886,996.973105,2019,1,11,0,0,,,,
2.311688609,21.98029669,148.9290631,997.32221,2019,1,11,1,0,,,,
2.444804264,21.51199875,262.4455694,997.473105,2019,1,11,2,0,,,,
1.197948376,21.72109509,298.3125112,998.210315,2019,1,11,3,0,,,,
2.122989528,21.960905,85.83292521,998.32221,2019,1,11,4,0,,,,
3.671816387,22.25009983,122.7974907,998.810315,2019,1,11,5,0,,,,
3.032755683,21.53066665,180.2349805,998.824,2019,1,11,6,0,,,,
1.455226171,21.64143989,151.956969,999.335895,2019,1,11,7,0,,,,
4.453698144,22.29081305,134.4319542,999.173105,2019,1,11,8,0,,,,
5.872019304,22.08016108,122.3580628,999.624,2019,1,11,9,0,,,,
6.241495227,21.98020321,127.4927727,999.273105,2019,1,11,10,0,,,,
4.773762478,21.58019216,145.9699798,999.035895,2019,1,11,11,0,,,,
3.391189547,21.44071642,170.8285018,998.46121,2019,1,11,12,0,,,,
3.221511873,21.5407073,165.5146631,998.26121,2019,1,11,13,0,,,,
2.139708934,21.67018262,170.4761427,998.073105,2019,1,11,14,0,,,,
2.34221965,21.93049836,138.9794728,998.410315,2019,1,11,15,0,,,,
4.09762036,21.99072591,115.9445003,998.66121,2019,1,11,16,0,,,,
2.76605708,21.71177443,142.3356307,998.973105,2019,1,11,17,0,,,,
2.255128058,21.57227353,153.3238526,999.110315,2019,1,11,18,0,,,,
2.373860107,21.64054092,139.3888781,999.373105,2019,1,11,19,0,,,,
3.931626558,21.92060227,118.9527156,999.624,2019,1,11,20,0,,,,
3.671522644,21.86989651,103.904962,999.310315,2019,1,11,21,0,,,,
3.100127406,21.78031017,88.60986069,998.624,2019,1,11,22,0,,,,
4.099760173,22.00240653,98.94981339,997.56121,2019,1,11,23,0,,,,
4.984024048,21.62030157,89.38392398,996.410315,2019,1,12,0,0,,,,
4.19082747,21.76027447,97.80523578,996.473105,2019,1,12,1,0,,,,
3.571233169,21.86987593,84.45601681,996.673105,2019,1,12,2,0,,,,
3.129995333,21.95020321,54.41431349,997.373105,2019,1,12,3,0,,,,
2.890072035,21.9601902,27.31130698,997.773105,2019,1,12,4,0,,,,
2.281017578,22.11025455,44.13038855,998.12221,2019,1,12,5,0,,,,
2.240445749,21.86356469,54.88117878,998.573105,2019,1,12,6,0,,,,
2.065803732,21.68223786,38.46342105,998.66121,2019,1,12,7,0,,,,
3.131293679,22.22016346,48.94586844,999.073105,2019,1,12,8,0,,,,
3.351035821,22.14063048,43.42143485,999.110315,2019,1,12,9,0,,,,
5.388414652,21.05406939,35.47796438,998.973105,2019,1,12,10,0,,,,
3.165473615,21.81135276,61.02533459,998.52221,2019,1,12,11,0,,,,
4.111317543,21.78024577,67.7754042,998.173105,2019,1,12,12,0,,,,
4.490019197,21.61016139,78.41398879,997.66121,2019,1,12,13,0,,,,
5.770428619,21.66026492,92.87047476,997.573105,2019,1,12,14,0,,,,
4.78248314,21.16018055,88.73464321,997.573105,2019,1,12,15,0,,,,
5.742725756,21.45018898,109.6371042,998.02221,2019,1,12,16,0,,,,
7.560658434,21.60024375,104.534398,998.224,2019,1,12,17,0,,,,
7.912798882,21.30143936,106.4759602,998.573105,2019,1,12,18,0,,,,
7.16148963,21.25058941,110.7310654,998.66121,2019,1,12,19,0,,,,
7.461745897,21.44987424,116.1102996,998.973105,2019,1,12,20,0,,,,
8.140696429,21.17018118,114.0431606,998.76121,2019,1,12,21,0,,,,
6.076360686,20.91204432,121.5117133,997.96121,2019,1,12,22,0,,,,
6.532291343,19.93268263,136.9194731,997.36121,2019,1,12,23,0,,,,
4.724766771,20.73318268,121.9831573,996.085,2019,1,13,0,0,,,,
4.403756267,21.26290378,114.2703594,996.073105,2019,1,13,1,0,,,,
8.650581375,21.95063043,117.5379768,996.22221,2019,1,13,2,0,,,,
7.750658236,22.36051747,121.2215002,996.973105,2019,1,13,3,0,,,,
7.371928513,22.15060418,127.2483414,997.310315,2019,1,13,4,0,,,,
4.158790472,21.30346052,176.1336351,998.26121,2019,1,13,5,0,,,,
4.650744724,20.73760084,178.1995897,998.512105,2019,1,13,6,0,,,,
2.438434453,21.27241133,206.49102,998.824,2019,1,13,7,0,,,,
1.479477267,21.72168833,98.70691272,998.86121,2019,1,13,8,0,,,,
4.725005444,22.23051495,116.2947894,999.210315,2019,1,13,9,0,,,,
5.960250935,22.21029503,113.7656989,998.910315,2019,1,13,10,0,,,,
6.040333357,22.14029711,108.9693125,999.173105,2019,1,13,11,0,,,,
5.550412816,22.07019014,103.0364428,998.710315,2019,1,13,12,0,,,,
5.180495068,22.03060381,100.0130835,998.424,2019,1,13,13,0,,,,
5.170249673,21.81029706,96.55854561,998.16121,2019,1,13,14,0,,,,
5.409511349,21.68055417,108.5476523,998.46121,2019,1,13,15,0,,,,
4.713586144,21.47127643,95.85305467,998.76121,2019,1,13,16,0,,,,
5.949133205,21.69018251,93.45939072,998.76121,2019,1,13,17,0,,,,
5.13141271,21.88986984,104.49648,999.473105,2019,1,13,18,0,,,,
5.111016556,22.18031775,116.1525202,999.66121,2019,1,13,19,0,,,,
5.540059102,22.16060381,115.6353788,1000.073105,2019,1,13,20,0,,,,
6.019990401,21.94026885,114.2114613,1000.173105,2019,1,13,21,0,,,,
7.389097733,21.82018978,117.273941,999.224,2019,1,13,22,0,,,,
6.731069188,21.93018818,118.4542819,997.96121,2019,1,13,23,0,,,,
6.232940609,21.94056046,106.9326651,996.873105,2019,1,14,0,0,,,,
5.230246003,22.18033166,110.8373632,996.773105,2019,1,14,1,0,,,,
5.251561011,22.29016346,105.2642037,997.273105,2019,1,14,2,0,,,,
5.159906028,22.23028953,102.249005,997.785,2019,1,14,3,0,,,,
4.300228131,22.30019167,100.8011837,998.073105,2019,1,14,4,0,,,,
4.190832349,22.39018971,99.42001856,998.573105,2019,1,14,5,0,,,,
4.499618766,22.34021889,91.61848759,998.910315,2019,1,14,6,0,,,,
4.280201443,22.21027605,80.03247539,999.173105,2019,1,14,7,0,,,,
4.27083394,22.22023343,77.04133729,999.173105,2019,1,14,8,0,,,,
4.100749567,22.25018978,74.65537394,999.273105,2019,1,14,9,0,,,,
4.130536775,22.20026847,74.53285371,999.073105,2019,1,14,10,0,,,,
4.390346575,22.18018415,71.32743371,998.96121,2019,1,14,11,0,,,,
3.490019144,22.17063011,69.77328719,998.56121,2019,1,14,12,0,,,,
3.410501326,22.11028948,70.7376749,998.573105,2019,1,14,13,0,,,,
4.231067322,22.11027605,71.48835995,998.66121,2019,1,14,14,0,,,,
4.220241559,21.80021084,78.6078515,999.06121,2019,1,14,15,0,,,,
3.540725278,21.90063048,87.32237562,999.46121,2019,1,14,16,0,,,,
4.343943256,21.56077581,119.735238,999.76121,2019,1,14,17,0,,,,
