Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Version
NSRDB,18487,-,-,-,21.77,-157.9,-10,0,-10,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,3.1.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
2018,1,1,0,0,22.1,0,0,0,1024,25,78,5.9,,,,,,
2018,1,1,1,0,22,0,0,0,1023,24.9,77,5.7,,,,,,
2018,1,1,2,0,22,0,0,0,1023,24.8,74,5.6,,,,,,
2018,1,1,3,0,22,0,0,0,1023,24.7,70,5.4,,,,,,
2018,1,1,4,0,21.9,0,0,0,1023,24.7,66,5.3,,,,,,
2018,1,1,5,0,21.9,0,0,0,1023,24.8,63,5.4,,,,,,
2018,1,1,6,0,21.9,49,128,67,1024,25,59,5.6,,,,,,
2018,1,1,7,0,21.8,132,283,235,1024,25.2,58,5.8,,,,,,
2018,1,1,8,0,21.8,77,800,534,1024,25.4,59,5.8,,,,,,
2018,1,1,9,0,21.7,85,864,733,1024,25.7,62,5.8,,,,,,
2018,1,1,10,0,21.7,92,901,890,1024,25.9,64,5.9,,,,,,
2018,1,1,11,0,21.7,106,905,985,1023,26,66,6.1,,,,,,
2018,1,1,12,0,21.6,111,907,1018,1023,26.1,70,6.3,,,,,,
2018,1,1,13,0,21.5,112,896,981,1022,26.2,72,6.3,,,,,,
2018,1,1,14,0,21.4,433,153,568,1022,26.2,80,6.5,,,,,,
2018,1,1,15,0,21.3,204,7,209,1021,26.2,85,6.8,,,,,,
2018,1,1,16,0,21.3,247,142,328,1021,26.1,88,7,,,,,,
2018,1,1,17,0,21.3,140,179,205,1021,25.8,89,6.9,,,,,,
2018,1,1,18,0,21.5,42,339,89,1022,25.6,90,6.7,,,,,,
2018,1,1,19,0,21.6,0,0,0,1022,25.4,90,6.5,,,,,,
2018,1,1,20,0,21.6,0,0,0,1022,25.3,90,6.4,,,,,,
2018,1,1,21,0,21.7,0,0,0,1023,25.2,88,6.3,,,,,,
2018,1,1,22,0,21.6,0,0,0,1023,25.1,85,6.3,,,,,,
2018,1,1,23,0,21.6,0,0,0,1022,25,84,6.4,,,,,,
2018,1,2,0,0,21.4,0,0,0,1022,24.9,84,6.5,,,,,,
2018,1,2,1,0,21.3,0,0,0,1021,24.8,84,6.4,,,,,,
2018,1,2,2,0,21.2,0,0,0,1021,24.7,83,6.3,,,,,,
2018,1,2,3,0,21.1,0,0,0,1021,24.7,81,6.1,,,,,,
2018,1,2,4,0,21.1,0,0,0,1022,24.7,78,6,,,,,,
2018,1,2,5,0,21,0,0,0,1022,24.7,76,6.1,,,,,,
2018,1,2,6,0,21,49,59,57,1022,24.9,76,6.4,,,,,,
2018,1,2,7,0,20.9,141,188,210,1023,25.1,77,6.8,,,,,,
2018,1,2,8,0,20.9,120,0,120,1023,25.3,80,7,,,,,,
2018,1,2,9,0,21,105,818,718,1023,25.5,82,7.1,,,,,,
2018,1,2,10,0,21,369,400,723,1023,25.7,84,7.1,,,,,,
2018,1,2,11,0,20.9,108,894,976,1022,25.9,86,7,,,,,,
2018,1,2,12,0,20.9,111,896,1007,1022,26,87,6.9,,,,,,
2018,1,2,13,0,21,394,32,425,1022,26,87,6.8,,,,,,
2018,1,2,14,0,21,121,844,867,1022,26.1,85,6.5,,,,,,
2018,1,2,15,0,21.1,113,799,710,1022,26,84,6.5,,,,,,
2018,1,2,16,0,21.2,206,408,438,1022,25.9,84,6.5,,,,,,
2018,1,2,17,0,21.4,139,201,212,1022,25.8,85,6.3,,,,,,
2018,1,2,18,0,21.5,48,68,58,1023,25.7,85,6.1,,,,,,
2018,1,2,19,0,21.7,0,0,0,1023,25.6,86,6,,,,,,
2018,1,2,20,0,21.8,0,0,0,1024,25.5,87,6,,,,,,
2018,1,2,21,0,21.9,0,0,0,1024,25.5,86,6,,,,,,
2018,1,2,22,0,22,0,0,0,1024,25.4,85,6.1,,,,,,
2018,1,2,23,0,22.1,0,0,0,1024,25.4,85,6.2,,,,,,
2018,1,3,0,0,22.2,0,0,0,1024,25.3,87,6.3,,,,,,
2018,1,3,1,0,22.3,0,0,0,1024,25.2,90,6.3,,,,,,
2018,1,3,2,0,22.3,0,0,0,1024,25.2,91,6.3,,,,,,
2018,1,3,3,0,22.4,0,0,0,1024,25.1,92,6.3,,,,,,
2018,1,3,4,0,22.4,0,0,0,1024,25.1,92,6.2,,,,,,
2018,1,3,5,0,22.5,0,0,0,1024,25.2,90,6.2,,,,,,
2018,1,3,6,0,22.5,42,343,91,1024,25.4,88,6.4,,,,,,
2018,1,3,7,0,22.5,70,635,302,1025,25.6,85,6.6,,,,,,
2018,1,3,8,0,22.5,85,771,526,1025,25.8,83,6.7,,,,,,
2018,1,3,9,0,22.5,93,845,726,1025,26,81,6.8,,,,,,
2018,1,3,10,0,22.4,99,884,882,1025,26.2,81,6.8,,,,,,
2018,1,3,11,0,22.3,105,901,980,1025,26.3,81,6.8,,,,,,
2018,1,3,12,0,22.3,108,905,1013,1025,26.4,81,6.8,,,,,,
2018,1,3,13,0,22.2,476,253,722,1025,26.4,80,6.8,,,,,,
2018,1,3,14,0,22.3,105,874,878,1024,26.3,78,7,,,,,,
2018,1,3,15,0,22.3,349,187,489,1024,26.1,78,7.3,,,,,,
2018,1,3,16,0,22.5,94,745,519,1025,26,79,7.4,,,,,,
2018,1,3,17,0,22.6,143,158,200,1025,25.8,80,7.5,,,,,,
2018,1,3,18,0,22.7,46,202,75,1026,25.7,79,7.4,,,,,,
2018,1,3,19,0,22.8,0,0,0,1026,25.7,78,7.4,,,,,,
2018,1,3,20,0,22.9,0,0,0,1027,25.7,77,7.5,,,,,,
2018,1,3,21,0,22.9,0,0,0,1028,25.6,77,7.6,,,,,,
2018,1,3,22,0,22.9,0,0,0,1028,25.6,78,7.7,,,,,,
2018,1,3,23,0,22.8,0,0,0,1028,25.5,78,7.7,,,,,,
2018,1,4,0,0,22.7,0,0,0,1027,25.4,79,7.6,,,,,,
2018,1,4,1,0,22.6,0,0,0,1027,25.3,80,7.4,,,,,,
2018,1,4,2,0,22.5,0,0,0,1027,25.3,80,7.2,,,,,,
2018,1,4,3,0,22.4,0,0,0,1027,25.3,79,7,,,,,,
2018,1,4,4,0,22.3,0,0,0,1027,25.3,77,7,,,,,,
2018,1,4,5,0,22.3,0,0,0,1028,25.3,74,7.3,,,,,,
2018,1,4,6,0,22.4,49,104,64,1028,25.4,72,7.6,,,,,,
2018,1,4,7,0,22.4,135,250,226,1028,25.5,71,7.8,,,,,,
2018,1,4,8,0,22.4,223,333,413,1029,25.6,70,7.9,,,,,,
2018,1,4,9,0,22.4,287,29,309,1029,25.8,68,7.9,,,,,,
2018,1,4,10,0,22.3,349,444,742,1029,25.9,67,8,,,,,,
2018,1,4,11,0,22.3,106,897,977,1028,25.9,66,8.1,,,,,,
2018,1,4,12,0,22.3,427,471,898,1028,26,67,8.2,,,,,,
2018,1,4,13,0,22.3,448,340,778,1028,26,67,8.2,,,,,,
2018,1,4,14,0,22.2,428,117,532,1027,25.9,68,8.5,,,,,,
2018,1,4,15,0,22.2,102,824,719,1027,25.8,69,8.5,,,,,,
2018,1,4,16,0,22.3,89,760,523,1027,25.7,70,8.3,,,,,,
2018,1,4,17,0,22.3,123,337,246,1027,25.6,70,8,,,,,,
2018,1,4,18,0,22.4,41,350,91,1027,25.4,70,7.8,,,,,,
2018,1,4,19,0,22.4,0,0,0,1028,25.3,70,7.7,,,,,,
2018,1,4,20,0,22.4,0,0,0,1028,25.2,70,7.8,,,,,,
2018,1,4,21,0,22.4,0,0,0,1029,25.1,70,7.8,,,,,,
2018,1,4,22,0,22.3,0,0,0,1029,25.1,72,7.8,,,,,,
2018,1,4,23,0,22.3,0,0,0,1028,25,74,7.6,,,,,,
2018,1,5,0,0,22.3,0,0,0,1028,24.9,74,7.4,,,,,,
2018,1,5,1,0,22.1,0,0,0,1027,24.7,73,7.2,,,,,,
2018,1,5,2,0,21.9,0,0,0,1027,24.6,71,7,,,,,,
2018,1,5,3,0,21.8,0,0,0,1027,24.6,69,6.8,,,,,,
2018,1,5,4,0,21.7,0,0,0,1027,24.5,67,6.8,,,,,,
2018,1,5,5,0,21.6,0,0,0,1027,24.6,66,6.8,,,,,,
2018,1,5,6,0,21.4,48,147,69,1028,24.9,65,7,,,,,,
2018,1,5,7,0,21.3,126,316,241,1028,25.1,65,7.1,,,,,,
2018,1,5,8,0,21.1,81,797,536,1028,25.2,64,7.1,,,,,,
2018,1,5,9,0,21.1,88,869,739,1028,25.4,62,7.2,,,,,,
2018,1,5,10,0,21,410,297,673,1028,25.5,61,7.3,,,,,,
2018,1,5,11,0,21,487,190,671,1027,25.5,60,7.4,,,,,,
2018,1,5,12,0,21,429,429,858,1027,25.5,60,7.5,,,,,,
2018,1,5,13,0,21,100,921,994,1027,25.5,60,7.6,,,,,,
2018,1,5,14,0,21,101,894,893,1026,25.4,61,7.5,,,,,,
2018,1,5,15,0,21.1,94,857,736,1026,25.3,61,7.5,,,,,,
2018,1,5,16,0,21.2,83,790,535,1026,25.2,62,7.5,,,,,,
2018,1,5,17,0,21.3,67,666,311,1026,25.1,63,7.4,,,,,,
2018,1,5,18,0,21.4,40,386,96,1026,24.9,64,7.2,,,,,,
2018,1,5,19,0,21.5,0,0,0,1026,24.8,66,7,,,,,,
2018,1,5,20,0,21.6,0,0,0,1027,24.8,67,6.8,,,,,,
2018,1,5,21,0,21.6,0,0,0,1027,24.7,68,6.7,,,,,,
2018,1,5,22,0,21.5,0,0,0,1026,24.6,68,6.5,,,,,,
2018,1,5,23,0,21.5,0,0,0,1026,24.5,67,6.3,,,,,,
2018,1,6,0,0,21.5,0,0,0,1026,24.4,66,6.2,,,,,,
2018,1,6,1,0,21.4,0,0,0,1025,24.3,66,6.1,,,,,,
2018,1,6,2,0,21.3,0,0,0,1025,24.3,66,6.1,,,,,,
2018,1,6,3,0,21.3,0,0,0,1025,24.3,66,6.1,,,,,,
2018,1,6,4,0,21.2,0,0,0,1025,24.3,66,6.1,,,,,,
2018,1,6,5,0,21.2,0,0,0,1025,24.4,66,6.2,,,,,,
2018,1,6,6,0,21.3,47,183,73,1026,24.6,66,6.3,,,,,,
2018,1,6,7,0,21.2,126,315,241,1026,24.8,66,6.5,,,,,,
2018,1,6,8,0,21.2,81,786,530,1026,24.9,66,6.5,,,,,,
2018,1,6,9,0,21.2,259,492,627,1026,25.1,66,6.5,,,,,,
2018,1,6,10,0,21.1,412,290,669,1026,25.3,65,6.6,,,,,,
2018,1,6,11,0,21.1,439,355,783,1025,25.5,65,6.7,,,,,,
2018,1,6,12,0,21,429,414,843,1025,25.5,65,6.8,,,,,,
2018,1,6,13,0,21,113,898,985,1025,25.5,65,6.8,,,,,,
2018,1,6,14,0,21,350,442,742,1024,25.5,64,6.7,,,,,,
2018,1,6,15,0,21,264,478,623,1024,25.4,63,6.6,,,,,,
2018,1,6,16,0,21.1,219,358,424,1024,25.2,62,6.5,,,,,,
2018,1,6,17,0,21.3,131,292,238,1024,25.1,62,6.4,,,,,,
2018,1,6,18,0,21.4,49,164,73,1024,25,63,6.4,,,,,,
2018,1,6,19,0,21.6,0,0,0,1024,24.9,64,6.4,,,,,,
2018,1,6,20,0,21.7,0,0,0,1025,24.9,66,6.4,,,,,,
2018,1,6,21,0,21.8,0,0,0,1025,24.9,67,6.4,,,,,,
2018,1,6,22,0,21.8,0,0,0,1025,24.9,69,6.4,,,,,,
2018,1,6,23,0,21.8,0,0,0,1025,24.9,70,6.2,,,,,,
2018,1,7,0,0,21.8,0,0,0,1024,24.8,70,6,,,,,,
2018,1,7,1,0,21.8,0,0,0,1024,24.7,71,5.8,,,,,,
2018,1,7,2,0,21.7,0,0,0,1024,24.7,71,5.7,,,,,,
2018,1,7,3,0,21.7,0,0,0,1024,24.7,72,5.7,,,,,,
2018,1,7,4,0,21.6,0,0,0,1024,24.6,72,5.7,,,,,,
2018,1,7,5,0,21.7,0,0,0,1024,24.7,72,5.9,,,,,,
2018,1,7,6,0,21.8,40,378,94,1025,24.9,72,6.1,,,,,,
2018,1,7,7,0,21.8,67,663,308,1025,25.1,71,6.2,,,,,,
2018,1,7,8,0,21.8,81,789,531,1026,25.3,69,6.2,,,,,,
2018,1,7,9,0,21.9,90,857,731,1026,25.5,67,6.1,,,,,,
2018,1,7,10,0,21.9,97,895,888,1026,25.6,65,6.1,,,,,,
2018,1,7,11,0,21.9,482,227,702,1025,25.8,64,6.2,,,,,,
2018,1,7,12,0,21.9,502,218,720,1025,25.8,64,6.4,,,,,,
2018,1,7,13,0,21.9,487,145,628,1025,25.9,65,6.5,,,,,,
2018,1,7,14,0,22,400,62,455,1024,25.9,65,6.8,,,,,,
2018,1,7,15,0,22.1,346,110,429,1024,25.8,65,6.8,,,,,,
2018,1,7,16,0,22.1,85,776,530,1024,25.8,66,6.8,,,,,,
2018,1,7,17,0,22.2,68,652,308,1025,25.7,68,6.8,,,,,,
2018,1,7,18,0,22.3,40,382,96,1026,25.6,71,6.8,,,,,,
2018,1,7,19,0,22.4,0,0,0,1026,25.5,74,6.9,,,,,,
2018,1,7,20,0,22.5,0,0,0,1027,25.5,78,6.9,,,,,,
2018,1,7,21,0,22.5,0,0,0,1027,25.5,81,6.9,,,,,,
2018,1,7,22,0,22.6,0,0,0,1027,25.4,83,6.8,,,,,,
2018,1,7,23,0,22.6,0,0,0,1027,25.4,84,6.5,,,,,,
2018,1,8,0,0,22.6,0,0,0,1026,25.3,84,6.2,,,,,,
2018,1,8,1,0,22.6,0,0,0,1026,25.3,83,6,,,,,,
2018,1,8,2,0,22.5,0,0,0,1026,25.2,82,5.9,,,,,,
2018,1,8,3,0,22.5,0,0,0,1026,25.2,80,5.8,,,,,,
2018,1,8,4,0,22.5,0,0,0,1026,25.2,79,5.7,,,,,,
2018,1,8,5,0,22.5,0,0,0,1027,25.3,79,5.7,,,,,,
2018,1,8,6,0,22.5,41,358,92,1027,25.5,79,5.7,,,,,,
2018,1,8,7,0,22.4,143,106,182,1027,25.8,78,5.7,,,,,,
2018,1,8,8,0,22.4,83,775,525,1028,25.9,77,5.6,,,,,,
2018,1,8,9,0,22.5,93,844,724,1028,26.1,75,5.4,,,,,,
2018,1,8,10,0,22.6,101,880,879,1028,26.2,73,5.3,,,,,,
2018,1,8,11,0,22.7,113,889,975,1027,26.4,72,5.3,,,,,,
2018,1,8,12,0,22.7,423,483,906,1027,26.5,72,5.3,,,,,,
2018,1,8,13,0,22.8,111,889,975,1027,26.5,72,5.4,,,,,,
2018,1,8,14,0,22.8,107,868,877,1026,26.6,74,5.4,,,,,,
2018,1,8,15,0,22.9,101,826,722,1026,26.6,75,5.5,,,,,,
2018,1,8,16,0,22.9,92,751,524,1027,26.5,77,5.6,,,,,,
2018,1,8,17,0,23,143,65,167,1027,26.4,79,5.8,,,,,,
2018,1,8,18,0,23.1,45,331,94,1027,26.2,80,5.9,,,,,,
2018,1,8,19,0,23.4,0,0,0,1028,25.9,81,5.8,,,,,,
2018,1,8,20,0,23.7,0,0,0,1028,25.8,82,5.8,,,,,,
2018,1,8,21,0,23.8,0,0,0,1029,25.7,83,5.7,,,,,,
2018,1,8,22,0,23.9,0,0,0,1029,25.6,85,5.5,,,,,,
2018,1,8,23,0,23.9,0,0,0,1029,25.5,85,5.3,,,,,,
2018,1,9,0,0,23.9,0,0,0,1028,25.5,84,5.2,,,,,,
2018,1,9,1,0,23.9,0,0,0,1028,25.4,81,5.1,,,,,,
2018,1,9,2,0,23.8,0,0,0,1028,25.4,79,5,,,,,,
2018,1,9,3,0,23.8,0,0,0,1028,25.4,76,5,,,,,,
2018,1,9,4,0,23.8,0,0,0,1028,25.4,73,5.2,,,,,,
2018,1,9,5,0,23.8,0,0,0,1028,25.5,71,5.5,,,,,,
2018,1,9,6,0,23.9,42,329,89,1028,25.7,70,5.8,,,,,,
2018,1,9,7,0,23.8,137,219,217,1028,25.9,71,6.1,,,,,,
2018,1,9,8,0,23.8,237,257,383,1028,26,71,6.2,,,,,,
2018,1,9,9,0,23.7,105,810,710,1028,26.1,72,6.1,,,,,,
2018,1,9,10,0,23.7,114,848,863,1028,26.3,73,6.1,,,,,,
2018,1,9,11,0,23.7,115,874,963,1028,26.4,76,6.1,,,,,,
2018,1,9,12,0,23.5,115,884,999,1027,26.5,78,6.2,,,,,,
2018,1,9,13,0,23.5,113,878,966,1027,26.6,79,6.2,,,,,,
2018,1,9,14,0,23.4,133,820,860,1027,26.5,78,5.9,,,,,,
2018,1,9,15,0,23.3,124,775,707,1027,26.5,76,5.8,,,,,,
2018,1,9,16,0,23.3,111,698,513,1027,26.4,73,5.8,,,,,,
2018,1,9,17,0,23.3,89,558,296,1027,26.2,70,5.8,,,,,,
2018,1,9,18,0,23.4,49,279,91,1027,26,68,5.9,,,,,,
2018,1,9,19,0,23.5,0,0,0,1028,25.8,69,6.1,,,,,,
2018,1,9,20,0,23.4,0,0,0,1028,25.7,71,6.3,,,,,,
2018,1,9,21,0,23.3,0,0,0,1029,25.5,73,6.5,,,,,,
2018,1,9,22,0,23.1,0,0,0,1028,25.4,75,6.5,,,,,,
2018,1,9,23,0,23,0,0,0,1028,25.4,76,6.4,,,,,,
2018,1,10,0,0,22.9,0,0,0,1027,25.3,77,6.3,,,,,,
2018,1,10,1,0,22.8,0,0,0,1027,25.3,78,6.1,,,,,,
2018,1,10,2,0,22.7,0,0,0,1026,25.3,78,6,,,,,,
2018,1,10,3,0,22.7,0,0,0,1026,25.3,78,5.9,,,,,,
2018,1,10,4,0,22.7,0,0,0,1026,25.3,78,5.8,,,,,,
2018,1,10,5,0,22.7,0,0,0,1027,25.4,77,5.8,,,,,,
2018,1,10,6,0,22.6,49,92,62,1027,25.6,76,5.9,,,,,,
2018,1,10,7,0,22.5,136,232,220,1027,25.9,75,6,,,,,,
2018,1,10,8,0,22.4,107,708,510,1027,26,74,6.1,,,,,,
2018,1,10,9,0,22.4,305,42,336,1027,26.2,73,6,,,,,,
2018,1,10,10,0,22.4,132,827,862,1027,26.3,72,6,,,,,,
2018,1,10,11,0,22.4,137,851,962,1026,26.4,72,6.1,,,,,,
2018,1,10,12,0,22.4,505,185,690,1026,26.4,73,6.2,,,,,,
2018,1,10,13,0,22.3,487,200,681,1025,26.4,74,6.2,,,,,,
2018,1,10,14,0,22.3,158,3,161,1025,26.3,75,6.2,,,,,,
2018,1,10,15,0,22.2,351,190,494,1024,26.2,74,6.2,,,,,,
2018,1,10,16,0,22.1,245,229,377,1024,26.1,73,6.1,,,,,,
2018,1,10,17,0,22,138,242,228,1024,26,72,6.1,,,,,,
2018,1,10,18,0,21.9,32,0,32,1025,25.9,70,6,,,,,,
2018,1,10,19,0,21.8,0,0,0,1025,25.8,69,6,,,,,,
2018,1,10,20,0,21.7,0,0,0,1025,25.7,69,6.1,,,,,,
2018,1,10,21,0,21.7,0,0,0,1026,25.7,70,6.3,,,,,,
2018,1,10,22,0,21.5,0,0,0,1025,25.6,72,6.4,,,,,,
2018,1,10,23,0,21.4,0,0,0,1025,25.5,74,6.4,,,,,,
2018,1,11,0,0,21.4,0,0,0,1025,25.3,75,6.3,,,,,,
2018,1,11,1,0,21.3,0,0,0,1024,25.2,76,6.2,,,,,,
2018,1,11,2,0,21.3,0,0,0,1024,25.2,76,6.1,,,,,,
2018,1,11,3,0,21.3,0,0,0,1024,25.1,76,6,,,,,,
2018,1,11,4,0,21.4,0,0,0,1024,25.1,76,5.9,,,,,,
2018,1,11,5,0,21.4,0,0,0,1024,25.2,77,6,,,,,,
2018,1,11,6,0,21.5,48,43,54,1024,25.4,78,6.2,,,,,,
2018,1,11,7,0,21.5,142,164,201,1024,25.6,79,6.4,,,,,,
2018,1,11,8,0,21.4,102,725,514,1025,25.9,80,6.4,,,,,,
2018,1,11,9,0,21.4,113,804,713,1024,26,79,6.4,,,,,,
2018,1,11,10,0,21.4,121,850,871,1024,26.2,77,6.4,,,,,,
2018,1,11,11,0,21.5,111,893,977,1024,26.3,75,6.5,,,,,,
2018,1,11,12,0,21.5,113,899,1012,1023,26.4,74,6.6,,,,,,
2018,1,11,13,0,21.6,477,251,721,1023,26.4,74,6.7,,,,,,
2018,1,11,14,0,21.8,126,840,872,1023,26.4,75,6.7,,,,,,
2018,1,11,15,0,21.9,122,788,716,1023,26.3,76,6.6,,,,,,
2018,1,11,16,0,22,223,344,422,1023,26.2,78,6.6,,,,,,
2018,1,11,17,0,22.1,116,403,266,1023,26.1,78,6.5,,,,,,
2018,1,11,18,0,22.3,50,288,94,1024,25.9,80,6.5,,,,,,
2018,1,11,19,0,22.4,0,0,0,1024,25.7,82,6.5,,,,,,
2018,1,11,20,0,22.4,0,0,0,1024,25.7,83,6.5,,,,,,
2018,1,11,21,0,22.4,0,0,0,1025,25.6,84,6.5,,,,,,
2018,1,11,22,0,22.3,0,0,0,1025,25.5,84,6.4,,,,,,
2018,1,11,23,0,22.1,0,0,0,1024,25.5,85,6.4,,,,,,
2018,1,12,0,0,22,0,0,0,1024,25.4,85,6.3,,,,,,
2018,1,12,1,0,21.8,0,0,0,1023,25.3,83,6.3,,,,,,
2018,1,12,2,0,21.7,0,0,0,1023,25.2,83,6.3,,,,,,
2018,1,12,3,0,21.7,0,0,0,1023,25.1,84,6.3,,,,,,
2018,1,12,4,0,21.6,0,0,0,1023,25,86,6.3,,,,,,
2018,1,12,5,0,21.6,0,0,0,1023,25.1,87,6.3,,,,,,
2018,1,12,6,0,21.6,38,384,93,1023,25.3,87,6.4,,,,,,
2018,1,12,7,0,21.7,65,663,305,1024,25.4,87,6.4,,,,,,
2018,1,12,8,0,21.7,80,789,528,1024,25.6,86,6.3,,,,,,
2018,1,12,9,0,21.7,292,410,598,1024,25.8,85,6.1,,,,,,
2018,1,12,10,0,21.8,96,893,884,1024,26,83,5.9,,,,,,
2018,1,12,11,0,21.8,101,910,983,1023,26.2,81,5.9,,,,,,
2018,1,12,12,0,21.9,432,400,832,1023,26.3,78,5.8,,,,,,
2018,1,12,13,0,21.9,104,906,985,1023,26.3,77,5.8,,,,,,
2018,1,12,14,0,21.9,100,886,887,1023,26.4,74,5.8,,,,,,
2018,1,12,15,0,21.9,94,847,733,1023,26.3,73,5.8,,,,,,
2018,1,12,16,0,21.9,85,776,534,1023,26.2,73,5.8,,,,,,
2018,1,12,17,0,22,71,648,313,1023,26,74,5.8,,,,,,
2018,1,12,18,0,22.2,42,376,100,1024,25.9,76,5.8,,,,,,
2018,1,12,19,0,22.3,0,0,0,1024,25.7,79,5.8,,,,,,
2018,1,12,20,0,22.4,0,0,0,1024,25.7,82,5.9,,,,,,
2018,1,12,21,0,22.5,0,0,0,1025,25.6,84,6,,,,,,
2018,1,12,22,0,22.6,0,0,0,1025,25.6,86,5.9,,,,,,
2018,1,12,23,0,22.6,0,0,0,1024,25.5,86,5.8,,,,,,
2018,1,13,0,0,22.6,0,0,0,1024,25.4,86,5.6,,,,,,
2018,1,13,1,0,22.6,0,0,0,1023,25.3,85,5.3,,,,,,
2018,1,13,2,0,22.6,0,0,0,1023,25.2,84,5.1,,,,,,
2018,1,13,3,0,22.5,0,0,0,1023,25.1,83,4.9,,,,,,
2018,1,13,4,0,22.5,0,0,0,1023,25.1,82,4.8,,,,,,
2018,1,13,5,0,22.4,0,0,0,1024,25.2,82,4.9,,,,,,
2018,1,13,6,0,22.4,37,388,92,1024,25.4,83,5.1,,,,,,
2018,1,13,7,0,22.3,62,671,305,1024,25.7,84,5.3,,,,,,
2018,1,13,8,0,22.2,77,795,528,1025,25.9,85,5.3,,,,,,
2018,1,13,9,0,22.2,85,861,727,1025,26.1,86,5.4,,,,,,
2018,1,13,10,0,22.3,92,898,884,1025,26.2,87,5.4,,,,,,
2018,1,13,11,0,22.3,97,913,982,1024,26.4,87,5.4,,,,,,
2018,1,13,12,0,22.3,98,918,1016,1024,26.6,87,5.4,,,,,,
2018,1,13,13,0,22.3,486,193,674,1023,26.7,87,5.4,,,,,,
2018,1,13,14,0,22.3,100,882,884,1023,26.8,86,5.4,,,,,,
2018,1,13,15,0,22.2,95,841,730,1023,26.8,86,5.5,,,,,,
2018,1,13,16,0,22.2,222,356,428,1023,26.7,87,5.5,,,,,,
2018,1,13,17,0,22.3,147,93,182,1023,26.5,87,5.5,,,,,,
2018,1,13,18,0,22.4,50,5,51,1023,26.2,87,5.5,,,,,,
2018,1,13,19,0,22.6,0,0,0,1024,26,89,5.6,,,,,,
2018,1,13,20,0,22.6,0,0,0,1024,25.8,92,5.7,,,,,,
2018,1,13,21,0,22.6,0,0,0,1025,25.7,95,5.8,,,,,,
2018,1,13,22,0,22.6,0,0,0,1025,25.6,97,5.7,,,,,,
2018,1,13,23,0,22.5,0,0,0,1024,25.5,98,5.5,,,,,,
2018,1,14,0,0,22.5,0,0,0,1024,25.4,97,5.2,,,,,,
2018,1,14,1,0,22.4,0,0,0,1023,25.3,94,4.9,,,,,,
2018,1,14,2,0,22.4,0,0,0,1023,25.3,91,4.7,,,,,,
2018,1,14,3,0,22.4,0,0,0,1023,25.3,90,4.6,,,,,,
2018,1,14,4,0,22.4,0,0,0,1023,25.3,91,4.5,,,,,,
2018,1,14,5,0,22.4,0,0,0,1023,25.4,93,4.5,,,,,,
2018,1,14,6,0,22.4,41,346,90,1024,25.6,90,4.5,,,,,,
2018,1,14,7,0,22.3,71,635,300,1024,25.9,82,4.3,,,,,,
2018,1,14,8,0,22.2,87,763,520,1025,26.1,78,4.2,,,,,,
2018,1,14,9,0,22.1,97,835,719,1025,26.3,80,4.1,,,,,,
2018,1,14,10,0,22,103,878,877,1025,26.5,85,4.2,,,,,,
2018,1,14,11,0,21.9,114,889,975,1024,26.8,90,4.4,,,,,,
2018,1,14,12,0,21.8,469,330,799,1024,26.9,92,4.6,,,,,,
2018,1,14,13,0,21.7,109,898,982,1023,27,91,4.6,,,,,,
2018,1,14,14,0,21.7,112,867,883,1023,27.1,78,5,,,,,,
2018,1,14,15,0,21.8,105,825,728,1023,27,77,5.5,,,,,,
2018,1,14,16,0,21.9,94,756,532,1023,26.8,84,5.7,,,,,,
2018,1,14,17,0,22.1,104,476,283,1023,26.6,90,5.6,,,,,,
2018,1,14,18,0,22.2,46,362,102,1023,26.3,90,5.4,,,,,,
2018,1,14,19,0,22.4,0,0,0,1024,26.1,87,5.2,,,,,,
2018,1,14,20,0,22.5,0,0,0,1024,26,84,5.1,,,,,,
2018,1,14,21,0,22.5,0,0,0,1024,26,81,5.1,,,,,,
2018,1,14,22,0,22.5,0,0,0,1024,25.9,81,5.1,,,,,,
2018,1,14,23,0,22.5,0,0,0,1024,25.8,83,5,,,,,,
2018,1,15,0,0,22.4,0,0,0,1024,25.7,84,4.7,,,,,,
2018,1,15,1,0,22.4,0,0,0,1023,25.6,83,4.5,,,,,,
2018,1,15,2,0,22.4,0,0,0,1023,25.5,81,4.3,,,,,,
2018,1,15,3,0,22.3,0,0,0,1023,25.5,78,4.1,,,,,,
2018,1,15,4,0,22.3,0,0,0,1023,25.4,75,4,,,,,,
2018,1,15,5,0,22.3,0,0,0,1024,25.4,72,4.1,,,,,,
2018,1,15,6,0,22.3,45,4,46,1024,25.6,72,4.3,,,,,,
2018,1,15,7,0,22.2,84,560,286,1024,25.7,76,4.1,,,,,,
2018,1,15,8,0,22.1,182,480,454,1024,25.9,78,3.8,,,,,,
2018,1,15,9,0,21.9,241,534,638,1024,26.1,75,3.6,,,,,,
2018,1,15,10,0,21.9,91,905,889,1024,26.4,69,3.8,,,,,,
2018,1,15,11,0,21.8,107,907,985,1024,26.6,67,4.1,,,,,,
