Source,Location ID,City,State,Country,Latitude,Longitude,Time Zone,Elevation,Local Time Zone,Dew Point Units,DHI Units,DNI Units,GHI Units,Temperature Units,Pressure Units,Wind Direction Units,Wind Speed,Version
NSRDB,18487,-,-,-,21.77,-157.9,-10,0,-10,c,w/m2,w/m2,w/m2,c,mbar,Degrees,m/s,3.1.0
Year,Month,Day,Hour,Minute,Dew Point,DHI,DNI,GHI,Pressure,Temperature,Wind Direction,Wind Speed,,,,,,
2018,6,27,4,0,21.2,0,0,0,1024,24.4,52,2.5,,,,,,
2018,6,27,5,0,21.2,0,0,0,1024,24.4,52,2.7,,,,,,
2018,6,27,6,0,21.3,0,0,0,1025,24.5,56,2.7,,,,,,
2018,6,27,7,0,21.4,46,237,78,1026,24.7,67,2.8,,,,,,
2018,6,27,8,0,21.3,115,385,246,1026,25,84,2.7,,,,,,
2018,6,27,9,0,21.3,192,410,402,1026,25.2,102,2.6,,,,,,
2018,6,27,10,0,21.3,260,413,524,1025,25.4,118,2.4,,,,,,
2018,6,27,11,0,21.2,302,419,602,1024,25.7,131,2.1,,,,,,
2018,6,27,12,0,21.1,258,543,657,1023,25.9,143,1.7,,,,,,
2018,6,27,13,0,20.9,86,918,723,1023,26,148,1.4,,,,,,
2018,6,27,14,0,20.7,84,871,604,1022,26.2,252,0.7,,,,,,
2018,6,27,15,0,20.7,172,354,332,1023,26.2,350,1.4,,,,,,
2018,6,27,16,0,20.9,91,316,175,1023,26.1,179,2.2,,,,,,
2018,6,27,17,0,21.3,21,130,28,1024,25.8,9,2.7,,,,,,
2018,6,27,18,0,21.7,0,0,0,1024,25.6,18,2.9,,,,,,
2018,6,27,19,0,21.8,0,0,0,1025,25.3,28,2.9,,,,,,
2018,6,27,20,0,21.8,0,0,0,1025,25.1,38,2.8,,,,,,
2018,6,27,21,0,21.8,0,0,0,1026,25,48,2.7,,,,,,
2018,6,27,22,0,21.7,0,0,0,1026,24.9,56,2.5,,,,,,
2018,6,27,23,0,21.6,0,0,0,1025,24.8,59,2.3,,,,,,
2018,6,28,0,0,21.6,0,0,0,1025,24.7,53,2.1,,,,,,
2018,6,28,1,0,21.5,0,0,0,1025,24.7,41,2.1,,,,,,
2018,6,28,2,0,21.5,0,0,0,1025,24.6,29,2.3,,,,,,
2018,6,28,3,0,21.6,0,0,0,1025,24.6,24,2.5,,,,,,
2018,6,28,4,0,21.6,0,0,0,1025,24.6,24,2.8,,,,,,
2018,6,28,5,0,21.6,0,0,0,1025,24.6,29,3,,,,,,
2018,6,28,6,0,21.6,0,0,0,1026,24.8,37,3,,,,,,
2018,6,28,7,0,21.7,34,473,97,1027,25,46,3.1,,,,,,
2018,6,28,8,0,21.7,55,742,305,1027,25.3,52,3.2,,,,,,
2018,6,28,9,0,21.8,67,853,501,1027,25.5,50,3.2,,,,,,
2018,6,28,10,0,21.9,73,906,651,1027,25.7,44,3.4,,,,,,
2018,6,28,11,0,21.9,88,909,737,1026,26,38,3.7,,,,,,
2018,6,28,12,0,21.9,89,914,759,1026,26.1,35,4.1,,,,,,
2018,6,28,13,0,21.9,336,156,444,1025,26.2,34,4.3,,,,,,
2018,6,28,14,0,21.9,266,272,428,1025,26.2,35,4.7,,,,,,
2018,6,28,15,0,21.9,72,784,425,1025,26.2,37,5,,,,,,
2018,6,28,16,0,21.8,56,625,221,1025,26.1,39,5.2,,,,,,
2018,6,28,17,0,21.8,20,198,31,1026,25.9,41,5.2,,,,,,
2018,6,28,18,0,21.8,0,0,0,1026,25.7,43,5.1,,,,,,
2018,6,28,19,0,21.8,0,0,0,1027,25.6,44,5.2,,,,,,
2018,6,28,20,0,21.7,0,0,0,1027,25.5,44,5.2,,,,,,
2018,6,28,21,0,21.7,0,0,0,1028,25.5,43,5.2,,,,,,
2018,6,28,22,0,21.7,0,0,0,1028,25.4,42,5.2,,,,,,
2018,6,28,23,0,21.7,0,0,0,1028,25.3,42,5.2,,,,,,
2018,6,29,0,0,21.7,0,0,0,1028,25.2,44,5.3,,,,,,
2018,6,29,1,0,21.7,0,0,0,1027,25.1,50,5.3,,,,,,
2018,6,29,2,0,21.8,0,0,0,1027,25,57,5.4,,,,,,
2018,6,29,3,0,21.9,0,0,0,1027,25,62,5.5,,,,,,
2018,6,29,4,0,22.1,0,0,0,1026,25,65,5.5,,,,,,
2018,6,29,5,0,22.2,0,0,0,1027,25,65,5.5,,,,,,
2018,6,29,6,0,22.3,0,0,0,1027,25.1,65,5.4,,,,,,
2018,6,29,7,0,22.4,47,132,64,1027,25.3,64,5.4,,,,,,
2018,6,29,8,0,22.4,124,298,224,1028,25.5,64,5.4,,,,,,
2018,6,29,9,0,22.4,198,367,384,1028,25.7,63,5.4,,,,,,
2018,6,29,10,0,22.3,288,278,465,1027,25.7,58,5.4,,,,,,
2018,6,29,11,0,22.3,82,916,734,1027,25.8,52,5.6,,,,,,
2018,6,29,12,0,22.3,300,34,325,1026,25.9,48,6,,,,,,
2018,6,29,13,0,22.3,142,0,142,1026,25.9,47,6.2,,,,,,
2018,6,29,14,0,22.4,86,846,589,1025,25.9,47,6.9,,,,,,
2018,6,29,15,0,22.4,178,324,323,1025,25.9,48,7.3,,,,,,
2018,6,29,16,0,22.4,90,326,176,1026,25.8,50,7.5,,,,,,
2018,6,29,17,0,22.5,20,36,22,1026,25.6,54,7.6,,,,,,
2018,6,29,18,0,22.6,0,0,0,1027,25.6,58,7.5,,,,,,
2018,6,29,19,0,22.6,0,0,0,1027,25.5,65,7.5,,,,,,
2018,6,29,20,0,22.5,0,0,0,1028,25.5,73,7.5,,,,,,
2018,6,29,21,0,22.5,0,0,0,1028,25.4,83,7.5,,,,,,
2018,6,29,22,0,22.3,0,0,0,1027,25.3,90,7.4,,,,,,
2018,6,29,23,0,22.2,0,0,0,1027,25.3,94,7.4,,,,,,
2018,6,30,0,0,22,0,0,0,1027,25.4,94,7.3,,,,,,
2018,6,30,1,0,21.8,0,0,0,1026,25.4,94,7.1,,,,,,
2018,6,30,2,0,21.6,0,0,0,1025,25.4,93,7.1,,,,,,
2018,6,30,3,0,21.5,0,0,0,1025,25.4,91,6.9,,,,,,
2018,6,30,4,0,21.4,0,0,0,1025,25.3,88,6.7,,,,,,
2018,6,30,5,0,21.3,0,0,0,1025,25.3,86,6.7,,,,,,
2018,6,30,6,0,21.2,0,0,0,1025,25.4,85,6.8,,,,,,
2018,6,30,7,0,21.2,41,0,41,1026,25.5,87,7,,,,,,
2018,6,30,8,0,21.1,68,688,296,1026,25.8,88,7.2,,,,,,
2018,6,30,9,0,21,82,820,495,1026,25.9,89,7.2,,,,,,
2018,6,30,10,0,20.9,89,887,650,1026,26.1,91,7.1,,,,,,
2018,6,30,11,0,20.8,90,926,747,1025,26.1,95,7,,,,,,
2018,6,30,12,0,20.7,93,928,769,1024,26.2,97,6.7,,,,,,
2018,6,30,13,0,20.5,94,909,720,1023,26.2,98,6.5,,,,,,
2018,6,30,14,0,20.3,271,232,409,1022,26.3,96,5.8,,,,,,
2018,6,30,15,0,20.2,73,807,435,1022,26.3,96,5.5,,,,,,
2018,6,30,16,0,20.2,57,641,226,1022,26.2,96,5.2,,,,,,
2018,6,30,17,0,20.4,22,204,33,1022,26,97,4.9,,,,,,
2018,6,30,18,0,20.6,0,0,0,1023,25.8,97,4.7,,,,,,
2018,6,30,19,0,20.9,0,0,0,1023,25.7,99,4.7,,,,,,
2018,6,30,20,0,21.1,0,0,0,1023,25.6,103,4.7,,,,,,
2018,6,30,21,0,21.4,0,0,0,1023,25.5,107,4.6,,,,,,
2018,6,30,22,0,21.7,0,0,0,1023,25.3,112,4.5,,,,,,
2018,6,30,23,0,21.9,0,0,0,1023,25.2,119,4.3,,,,,,
2018,7,1,0,0,21.9,0,0,0,1022,25.2,128,4.1,,,,,,
2018,7,1,1,0,22,0,0,0,1022,25.1,139,3.8,,,,,,
2018,7,1,2,0,22,0,0,0,1021,25.1,151,3.5,,,,,,
2018,7,1,3,0,22,0,0,0,1021,25,167,2.9,,,,,,
2018,7,1,4,0,21.8,0,0,0,1021,25,182,2.5,,,,,,
2018,7,1,5,0,21.7,0,0,0,1021,25.1,192,2.1,,,,,,
2018,7,1,6,0,21.5,0,0,0,1022,25.2,199,1.8,,,,,,
2018,7,1,7,0,21.3,33,468,92,1022,25.4,204,1.6,,,,,,
2018,7,1,8,0,21.1,55,746,300,1023,25.7,207,1.4,,,,,,
2018,7,1,9,0,20.9,66,858,496,1023,26,211,1.4,,,,,,
2018,7,1,10,0,20.7,231,485,537,1022,26.3,215,1.4,,,,,,
2018,7,1,11,0,20.5,78,933,738,1022,26.4,220,1.5,,,,,,
2018,7,1,12,0,20.5,80,938,761,1021,26.6,221,1.7,,,,,,
2018,7,1,13,0,20.5,78,923,712,1020,26.6,221,1.8,,,,,,
2018,7,1,14,0,20.6,266,266,424,1020,26.7,214,2,,,,,,
2018,7,1,15,0,20.7,152,454,355,1020,26.7,206,2.2,,,,,,
2018,7,1,16,0,20.8,99,29,107,1020,26.6,197,2.4,,,,,,
2018,7,1,17,0,21.1,13,0,13,1020,26.5,190,2.7,,,,,,
2018,7,1,18,0,21.4,0,0,0,1021,26.3,186,2.8,,,,,,
2018,7,1,19,0,21.6,0,0,0,1021,26.2,182,3.1,,,,,,
2018,7,1,20,0,21.8,0,0,0,1021,26.1,180,3.3,,,,,,
2018,7,1,21,0,22,0,0,0,1021,26,181,3.5,,,,,,
2018,7,1,22,0,22.1,0,0,0,1021,25.8,184,3.7,,,,,,
2018,7,1,23,0,22.3,0,0,0,1021,25.7,185,4,,,,,,
2018,7,2,0,0,22.4,0,0,0,1021,25.7,187,4.3,,,,,,
2018,7,2,1,0,22.5,0,0,0,1021,25.6,191,4.5,,,,,,
2018,7,2,2,0,22.5,0,0,0,1020,25.6,195,4.7,,,,,,
2018,7,2,3,0,22.5,0,0,0,1020,25.6,197,4.7,,,,,,
2018,7,2,4,0,22.5,0,0,0,1020,25.6,199,4.7,,,,,,
2018,7,2,5,0,22.5,0,0,0,1020,25.6,203,4.7,,,,,,
2018,7,2,6,0,22.5,0,0,0,1021,25.7,207,4.6,,,,,,
2018,7,2,7,0,22.5,33,427,86,1021,25.9,210,4.7,,,,,,
2018,7,2,8,0,22.5,97,468,250,1022,26.2,215,4.8,,,,,,
2018,7,2,9,0,22.4,122,0,122,1022,26.2,219,4.8,,,,,,
2018,7,2,10,0,22.4,274,56,309,1022,26.2,222,4.8,,,,,,
2018,7,2,11,0,22.3,169,1,170,1021,26.2,221,4.7,,,,,,
2018,7,2,12,0,22.3,352,223,514,1020,26.2,221,4.7,,,,,,
2018,7,2,13,0,22.3,323,93,387,1020,26.2,222,4.7,,,,,,
2018,7,2,14,0,22.3,95,0,95,1019,26.2,227,4.5,,,,,,
2018,7,2,15,0,22.2,29,0,29,1019,26.1,234,4.3,,,,,,
2018,7,2,16,0,22.3,31,0,31,1019,25.9,248,3.9,,,,,,
2018,7,2,17,0,22.4,5,0,5,1020,25.6,269,3.6,,,,,,
2018,7,2,18,0,22.5,0,0,0,1020,25.3,294,3.4,,,,,,
2018,7,2,19,0,22.5,0,0,0,1021,25,318,3.4,,,,,,
2018,7,2,20,0,22.4,0,0,0,1021,24.8,334,3.7,,,,,,
2018,7,2,21,0,22.2,0,0,0,1022,24.7,343,4.1,,,,,,
2018,7,2,22,0,21.8,0,0,0,1022,24.6,347,4.4,,,,,,
2018,7,2,23,0,21.4,0,0,0,1022,24.6,347,4.5,,,,,,
2018,7,3,0,0,20.9,0,0,0,1022,24.6,345,4.4,,,,,,
2018,7,3,1,0,20.5,0,0,0,1021,24.6,343,4.4,,,,,,
2018,7,3,2,0,20.1,0,0,0,1021,24.6,340,4.3,,,,,,
2018,7,3,3,0,19.8,0,0,0,1021,24.5,340,4.2,,,,,,
2018,7,3,4,0,19.6,0,0,0,1021,24.5,341,4.3,,,,,,
2018,7,3,5,0,19.5,0,0,0,1021,24.5,344,4.4,,,,,,
2018,7,3,6,0,19.5,0,0,0,1022,24.5,347,4.4,,,,,,
2018,7,3,7,0,19.5,32,436,85,1022,24.6,352,4.5,,,,,,
2018,7,3,8,0,19.5,55,735,293,1023,24.8,356,4.5,,,,,,
2018,7,3,9,0,19.5,66,858,491,1023,24.9,180,4.3,,,,,,
2018,7,3,10,0,19.6,241,458,527,1022,25,2,4.3,,,,,,
2018,7,3,11,0,19.6,76,945,740,1022,25.2,5,4.3,,,,,,
2018,7,3,12,0,19.6,77,954,767,1021,25.2,7,4.5,,,,,,
2018,7,3,13,0,19.6,76,941,720,1021,25.3,8,4.6,,,,,,
2018,7,3,14,0,19.5,72,906,607,1021,25.2,13,4.4,,,,,,
2018,7,3,15,0,19.4,64,835,437,1021,25.2,15,4.2,,,,,,
2018,7,3,16,0,19.3,51,685,231,1022,25,14,4,,,,,,
2018,7,3,17,0,19.5,20,272,35,1022,24.8,12,4,,,,,,
2018,7,3,18,0,19.7,0,0,0,1023,24.5,9,4.1,,,,,,
2018,7,3,19,0,19.8,0,0,0,1024,24.4,8,4.3,,,,,,
2018,7,3,20,0,19.7,0,0,0,1024,24.3,10,4.4,,,,,,
2018,7,3,21,0,19.7,0,0,0,1024,24.3,13,4.3,,,,,,
2018,7,3,22,0,19.6,0,0,0,1024,24.2,18,4.2,,,,,,
2018,7,3,23,0,19.4,0,0,0,1024,24.2,24,4,,,,,,
2018,7,4,0,0,19.2,0,0,0,1024,24.2,29,3.8,,,,,,
2018,7,4,1,0,19,0,0,0,1023,24.2,33,3.7,,,,,,
2018,7,4,2,0,18.8,0,0,0,1023,24.2,35,3.7,,,,,,
2018,7,4,3,0,18.7,0,0,0,1022,24.2,36,3.9,,,,,,
2018,7,4,4,0,18.7,0,0,0,1022,24.2,36,4.1,,,,,,
2018,7,4,5,0,18.8,0,0,0,1023,24.3,38,4.3,,,,,,
2018,7,4,6,0,18.8,0,0,0,1023,24.3,40,4.4,,,,,,
2018,7,4,7,0,18.9,32,468,87,1024,24.6,43,4.5,,,,,,
2018,7,4,8,0,18.9,114,337,222,1024,24.9,45,4.6,,,,,,
2018,7,4,9,0,19,142,0,142,1025,25.1,48,4.5,,,,,,
2018,7,4,10,0,19.1,293,131,375,1024,25.2,50,4.5,,,,,,
2018,7,4,11,0,19.2,305,375,568,1024,25.3,50,4.5,,,,,,
2018,7,4,12,0,19.2,77,954,765,1023,25.4,50,4.7,,,,,,
2018,7,4,13,0,19.3,76,939,717,1022,25.4,50,4.7,,,,,,
2018,7,4,14,0,19.5,76,894,603,1022,25.4,52,5.1,,,,,,
2018,7,4,15,0,19.6,67,820,433,1022,25.3,53,5.4,,,,,,
2018,7,4,16,0,19.8,102,172,147,1022,25.1,55,5.6,,,,,,
2018,7,4,17,0,20.1,18,0,18,1023,24.9,58,5.7,,,,,,
2018,7,4,18,0,20.4,0,0,0,1024,24.7,60,5.9,,,,,,
2018,7,4,19,0,20.5,0,0,0,1024,24.6,62,6,,,,,,
2018,7,4,20,0,20.6,0,0,0,1025,24.5,64,6,,,,,,
2018,7,4,21,0,20.7,0,0,0,1025,24.5,66,6,,,,,,
2018,7,4,22,0,20.7,0,0,0,1025,24.4,69,5.8,,,,,,
2018,7,4,23,0,20.7,0,0,0,1025,24.3,71,5.5,,,,,,
2018,7,5,0,0,20.6,0,0,0,1025,24.1,71,5.3,,,,,,
2018,7,5,1,0,20.6,0,0,0,1025,24,71,5,,,,,,
2018,7,5,2,0,20.6,0,0,0,1024,23.9,68,4.8,,,,,,
2018,7,5,3,0,20.6,0,0,0,1024,23.9,65,4.8,,,,,,
2018,7,5,4,0,20.6,0,0,0,1024,23.9,62,4.9,,,,,,
2018,7,5,5,0,20.6,0,0,0,1025,24,61,5.3,,,,,,
2018,7,5,6,0,20.7,0,0,0,1025,24.1,61,5.7,,,,,,
2018,7,5,7,0,20.7,33,417,81,1026,24.4,63,6.2,,,,,,
2018,7,5,8,0,20.8,59,721,288,1026,24.7,66,6.6,,,,,,
2018,7,5,9,0,20.8,218,119,276,1026,24.9,69,6.7,,,,,,
2018,7,5,10,0,20.8,286,249,440,1025,25.1,71,6.8,,,,,,
2018,7,5,11,0,20.8,327,282,524,1024,25.2,73,6.8,,,,,,
2018,7,5,12,0,20.8,310,399,597,1024,25.3,73,6.8,,,,,,
2018,7,5,13,0,20.8,295,48,328,1023,25.3,74,6.8,,,,,,
2018,7,5,14,0,20.8,236,400,471,1022,25.4,73,7.2,,,,,,
2018,7,5,15,0,20.8,153,446,352,1022,25.4,73,7.4,,,,,,
2018,7,5,16,0,20.8,93,302,172,1023,25.3,74,7.7,,,,,,
2018,7,5,17,0,20.8,21,26,22,1023,25.1,76,7.8,,,,,,
2018,7,5,18,0,20.7,0,0,0,1024,25.1,79,7.9,,,,,,
2018,7,5,19,0,20.7,0,0,0,1025,25.1,81,8,,,,,,
2018,7,5,20,0,20.7,0,0,0,1025,25.1,84,8,,,,,,
2018,7,5,21,0,20.7,0,0,0,1026,25.2,86,7.9,,,,,,
2018,7,5,22,0,20.6,0,0,0,1026,25.2,88,7.7,,,,,,
2018,7,5,23,0,20.6,0,0,0,1025,25.2,89,7.5,,,,,,
2018,7,6,0,0,20.6,0,0,0,1025,25.2,90,7.2,,,,,,
2018,7,6,1,0,20.6,0,0,0,1025,25.1,90,6.9,,,,,,
2018,7,6,2,0,20.6,0,0,0,1024,25.1,90,6.7,,,,,,
2018,7,6,3,0,20.5,0,0,0,1024,25.1,89,6.4,,,,,,
2018,7,6,4,0,20.6,0,0,0,1024,25.1,87,6.2,,,,,,
2018,7,6,5,0,20.6,0,0,0,1025,25.1,86,6.2,,,,,,
2018,7,6,6,0,20.5,0,0,0,1025,25.2,83,6.3,,,,,,
2018,7,6,7,0,20.6,39,322,75,1026,25.4,81,6.6,,,,,,
2018,7,6,8,0,20.6,129,131,170,1026,25.6,79,6.9,,,,,,
2018,7,6,9,0,20.5,214,207,315,1026,25.7,79,7.1,,,,,,
2018,7,6,10,0,20.5,225,488,527,1026,25.8,79,7.1,,,,,,
2018,7,6,11,0,20.4,87,924,731,1025,25.9,80,7.2,,,,,,
2018,7,6,12,0,20.3,89,931,757,1024,26,80,7.1,,,,,,
2018,7,6,13,0,20.2,300,354,541,1023,26.1,80,7,,,,,,
2018,7,6,14,0,20.1,81,887,602,1023,26.1,78,6.8,,,,,,
2018,7,6,15,0,20,74,807,433,1023,26.1,78,6.9,,,,,,
2018,7,6,16,0,20,58,642,227,1024,25.9,78,6.9,,,,,,
2018,7,6,17,0,20,23,203,34,1024,25.7,79,6.9,,,,,,
2018,7,6,18,0,20,0,0,0,1025,25.4,82,7,,,,,,
2018,7,6,19,0,20,0,0,0,1025,25.3,84,7.2,,,,,,
2018,7,6,20,0,19.9,0,0,0,1026,25.2,85,7.2,,,,,,
2018,7,6,21,0,19.9,0,0,0,1026,25.1,87,7.2,,,,,,
2018,7,6,22,0,19.9,0,0,0,1026,25,88,7.2,,,,,,
2018,7,6,23,0,19.8,0,0,0,1025,24.9,88,7.1,,,,,,
2018,7,7,0,0,19.8,0,0,0,1025,24.9,89,7.1,,,,,,
2018,7,7,1,0,19.7,0,0,0,1025,24.8,90,7,,,,,,
2018,7,7,2,0,19.6,0,0,0,1024,24.7,91,6.9,,,,,,
2018,7,7,3,0,19.5,0,0,0,1024,24.7,92,6.8,,,,,,
2018,7,7,4,0,19.4,0,0,0,1024,24.7,93,6.7,,,,,,
2018,7,7,5,0,19.3,0,0,0,1024,24.7,93,6.6,,,,,,
2018,7,7,6,0,19.4,0,0,0,1025,24.7,91,6.5,,,,,,
2018,7,7,7,0,19.5,38,332,75,1025,24.9,89,6.5,,,,,,
2018,7,7,8,0,19.5,119,27,127,1026,25.1,88,6.6,,,,,,
2018,7,7,9,0,19.5,210,75,246,1026,25.3,88,6.7,,,,,,
2018,7,7,10,0,19.6,98,865,631,1026,25.4,88,6.7,,,,,,
2018,7,7,11,0,19.6,105,895,727,1025,25.5,88,6.7,,,,,,
2018,7,7,12,0,19.6,105,906,754,1024,25.6,87,6.6,,,,,,
2018,7,7,13,0,19.6,328,138,422,1024,25.6,87,6.6,,,,,,
2018,7,7,14,0,19.6,86,878,602,1023,25.7,84,6.7,,,,,,
2018,7,7,15,0,19.6,77,803,435,1023,25.7,84,6.9,,,,,,
2018,7,7,16,0,19.6,59,645,229,1023,25.6,86,7.2,,,,,,
2018,7,7,17,0,19.8,22,221,35,1024,25.4,88,7.2,,,,,,
2018,7,7,18,0,19.9,0,0,0,1024,25.2,88,7,,,,,,
2018,7,7,19,0,19.9,0,0,0,1025,25.1,87,6.8,,,,,,
2018,7,7,20,0,19.9,0,0,0,1025,25.1,85,6.3,,,,,,
2018,7,7,21,0,19.9,0,0,0,1025,25,83,5.9,,,,,,
2018,7,7,22,0,19.8,0,0,0,1025,24.9,83,5.5,,,,,,
2018,7,7,23,0,19.8,0,0,0,1025,24.9,84,5.3,,,,,,
2018,7,8,0,0,19.8,0,0,0,1025,24.8,85,5.3,,,,,,
2018,7,8,1,0,19.9,0,0,0,1025,24.8,82,5.1,,,,,,
2018,7,8,2,0,19.9,0,0,0,1025,24.7,78,5,,,,,,
2018,7,8,3,0,19.9,0,0,0,1025,24.7,73,5.1,,,,,,
2018,7,8,4,0,20,0,0,0,1025,24.7,71,5.5,,,,,,
2018,7,8,5,0,20.2,0,0,0,1025,24.7,71,5.9,,,,,,
2018,7,8,6,0,20.2,0,0,0,1025,24.8,72,6.2,,,,,,
2018,7,8,7,0,20.3,32,396,75,1026,25,71,6.4,,,,,,
2018,7,8,8,0,20.2,59,711,280,1026,25.3,70,6.5,,,,,,
2018,7,8,9,0,20.1,74,831,476,1026,25.5,69,6.4,,,,,,
2018,7,8,10,0,20,83,891,630,1026,25.7,69,6.5,,,,,,
2018,7,8,11,0,19.9,309,347,549,1025,25.8,67,6.6,,,,,,
2018,7,8,12,0,19.9,87,928,751,1025,25.8,62,6.6,,,,,,
2018,7,8,13,0,20.1,87,913,707,1024,25.7,60,6.6,,,,,,
2018,7,8,14,0,20.3,82,873,594,1024,25.6,60,7.1,,,,,,
2018,7,8,15,0,20.4,74,796,428,1023,25.5,61,7.4,,,,,,
2018,7,8,16,0,20.5,56,639,225,1024,25.3,61,7.6,,,,,,
2018,7,8,17,0,20.6,22,208,34,1024,25.1,62,7.6,,,,,,
2018,7,8,18,0,20.8,0,0,0,1025,25,63,7.6,,,,,,
2018,7,8,19,0,20.9,0,0,0,1025,25,63,7.6,,,,,,
2018,7,8,20,0,20.9,0,0,0,1025,24.9,63,7.5,,,,,,
2018,7,8,21,0,21,0,0,0,1026,24.9,62,7.3,,,,,,
2018,7,8,22,0,21,0,0,0,1026,24.8,61,7.1,,,,,,
2018,7,8,23,0,21.1,0,0,0,1026,24.7,59,6.9,,,,,,
2018,7,9,0,0,21.1,0,0,0,1026,24.6,59,7,,,,,,
2018,7,9,1,0,21.1,0,0,0,1025,24.5,59,7,,,,,,
2018,7,9,2,0,21.1,0,0,0,1025,24.4,60,6.9,,,,,,
2018,7,9,3,0,20.9,0,0,0,1025,24.3,61,6.8,,,,,,
2018,7,9,4,0,20.9,0,0,0,1025,24.3,61,6.6,,,,,,
2018,7,9,5,0,20.8,0,0,0,1025,24.3,61,6.3,,,,,,
2018,7,9,6,0,20.8,0,0,0,1025,24.4,62,6.1,,,,,,
2018,7,9,7,0,20.9,32,376,72,1026,24.6,63,6.2,,,,,,
2018,7,9,8,0,20.9,58,699,274,1026,24.9,64,6.2,,,,,,
2018,7,9,9,0,20.8,71,832,471,1027,25.1,63,6.1,,,,,,
2018,7,9,10,0,20.7,76,898,626,1026,25.2,60,5.9,,,,,,
2018,7,9,11,0,20.6,80,927,721,1026,25.4,55,5.9,,,,,,
2018,7,9,12,0,20.5,81,933,747,1025,25.4,49,6,,,,,,
2018,7,9,13,0,20.5,81,919,704,1025,25.4,46,6.1,,,,,,
2018,7,9,14,0,20.6,263,80,310,1025,25.3,42,6.6,,,,,,
2018,7,9,15,0,20.7,163,400,341,1025,25.2,42,6.9,,,,,,
2018,7,9,16,0,20.8,95,276,168,1025,25.1,43,7.1,,,,,,
2018,7,9,17,0,21,22,21,23,1026,24.9,46,7.2,,,,,,
2018,7,9,18,0,21.2,0,0,0,1026,24.7,49,7.4,,,,,,
2018,7,9,19,0,21.2,0,0,0,1027,24.6,53,7.4,,,,,,
2018,7,9,20,0,21.2,0,0,0,1027,24.6,57,7.2,,,,,,
2018,7,9,21,0,21.2,0,0,0,1027,24.6,59,6.9,,,,,,
2018,7,9,22,0,21.1,0,0,0,1027,24.5,57,6.8,,,,,,
2018,7,9,23,0,21.1,0,0,0,1027,24.4,53,6.9,,,,,,
2018,7,10,0,0,21.1,0,0,0,1027,24.3,49,7.1,,,,,,
2018,7,10,1,0,21.2,0,0,0,1027,24.2,47,7.5,,,,,,
2018,7,10,2,0,21.2,0,0,0,1027,24,46,8,,,,,,
2018,7,10,3,0,21.2,0,0,0,1027,23.9,47,8.4,,,,,,
2018,7,10,4,0,21.1,0,0,0,1027,23.9,49,8.6,,,,,,
2018,7,10,5,0,20.9,0,0,0,1027,24,51,8.7,,,,,,
2018,7,10,6,0,20.8,0,0,0,1028,24.1,52,8.8,,,,,,
2018,7,10,7,0,20.6,36,148,51,1028,24.2,53,8.8,,,,,,
2018,7,10,8,0,20.5,104,367,216,1028,24.4,53,8.8,,,,,,
2018,7,10,9,0,20.5,212,162,290,1029,24.5,51,8.7,,,,,,
2018,7,10,10,0,20.5,249,36,271,1029,24.5,50,8.7,,,,,,
2018,7,10,11,0,20.4,244,15,254,1028,24.5,50,8.7,,,,,,
2018,7,10,12,0,20.3,300,38,327,1027,24.5,50,8.7,,,,,,
2018,7,10,13,0,20.2,101,885,700,1027,24.5,50,8.7,,,,,,
2018,7,10,14,0,20.1,85,874,597,1027,24.4,50,8.6,,,,,,
2018,7,10,15,0,20.1,77,790,429,1027,24.3,50,8.6,,,,,,
2018,7,10,16,0,20,61,619,225,1027,24.2,49,8.6,,,,,,
2018,7,10,17,0,19.9,24,188,35,1028,24.1,48,8.6,,,,,,
2018,7,10,18,0,19.7,0,0,0,1029,24,47,8.7,,,,,,
2018,7,10,19,0,19.5,0,0,0,1029,23.9,47,8.8,,,,,,
2018,7,10,20,0,19.3,0,0,0,1029,23.8,49,8.8,,,,,,
2018,7,10,21,0,19.1,0,0,0,1029,23.7,51,8.7,,,,,,
2018,7,10,22,0,19,0,0,0,1029,23.7,53,8.4,,,,,,
2018,7,10,23,0,19.1,0,0,0,1029,23.7,56,8.1,,,,,,
2018,7,11,0,0,19.1,0,0,0,1029,23.7,58,7.8,,,,,,
2018,7,11,1,0,19.2,0,0,0,1028,23.7,59,7.6,,,,,,
2018,7,11,2,0,19.3,0,0,0,1028,23.7,59,7.6,,,,,,
2018,7,11,3,0,19.3,0,0,0,1028,23.8,60,7.8,,,,,,
2018,7,11,4,0,19.3,0,0,0,1028,23.8,60,7.9,,,,,,
2018,7,11,5,0,19.3,0,0,0,1029,23.9,61,8,,,,,,
2018,7,11,6,0,19.3,0,0,0,1029,24,61,8.1,,,,,,
2018,7,11,7,0,19.4,33,332,67,1030,24.2,61,8.2,,,,,,
2018,7,11,8,0,19.5,122,157,170,1030,24.5,60,8.3,,,,,,
2018,7,11,9,0,19.5,33,0,33,1030,24.7,60,8.3,,,,,,
2018,7,11,10,0,19.5,90,874,621,1030,24.9,59,8.3,,,,,,
2018,7,11,11,0,19.6,93,908,718,1029,24.9,58,8.4,,,,,,
2018,7,11,12,0,19.7,97,912,746,1029,24.9,58,8.5,,,,,,
2018,7,11,13,0,19.7,269,452,575,1028,24.9,58,8.6,,,,,,
2018,7,11,14,0,19.8,93,848,590,1028,24.9,59,8.8,,,,,,
