Project,Scenario,Dollar_year
Standard_scenarios_2020,MidCase,2019$
state,country,t,busbar_load,busbar_load_for_enduse,enduse_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,distloss_rate_avg,distloss_rate_marg,prm,capacity_shadow_price,planning_capacity_MW,curt_solar,curt_wind,co2_rate_avg_gen,co2_rate_avg_load_enduse,co2_srmer_enduse,co2_lrmer_enduse,co2_gen_mmt,energy_cost_busbar,op_res_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,op_res_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh,battery_MW,biomass_MW,coal_MW,coal-ccs_MW,csp_MW,distpv_MW,gas-cc_MW,gas-cc-ccs_MW,gas-ct_MW,geothermal_MW,hydro_MW,nuclear_MW,o-g-s_MW,phs_MW,upv_MW,wind-ofs_MW,wind-ons_MW,battery_energy_cap_MWh,phs_energy_cap_MWh,csp_energy_cap_MWh,rps_all_shadow_price,rps_all_f,rps_solar_shadow_price,rps_solar_f,rps_wind_shadow_price,rps_wind_f,ces_shadow_price,ces_f
RI,usa,2042,10413954.3,9292753.0,8828115.3,1099156.6,2469960.7,1099156.6,0.0,22044.7,0.05,0.0749,0.15,87752.45,2464.4,92.5,142.0,75.2,111.3,419.0,78.4,0.6,32.86,0.02,16.82,0.0,49.7,36.14,0.02,20.94,0.0,57.11,9411358.4,6822792.3,0.0,0.0,0.0,0.0,1479613.0,0.0,0.0,0.0,0.0,161437.2,112281.7,6004664.2,0.0,197195.5,508650.8,0.0,947515.9,0.0,785.3,36.9,0.0,0.0,0.0,357.9,1727.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,117.3,1490.6,37.5,3226.2,0.0,0.0,0.0,0.38,0.0,0.0,0.0,0.0,0.0,0.0
SC,usa,2042,121293231.8,105435463.3,100163690.2,14926575.8,28721225.7,8459989.3,6466586.3,931192.8,0.05,0.0749,0.15,66941.06,24096.2,2220801.4,0.0,126.3,225.0,595.1,206.2,22.2,29.39,0.02,11.76,0.0,41.17,33.28,0.03,14.93,0.0,48.24,181095930.1,76714237.6,46672242.3,10989960.9,0.0,1203.9,30926105.0,0.0,23204.1,2070751.0,0.0,1210517.5,0.0,0.0,0.0,73666236.6,3048001.0,5211047.1,7276660.8,0.0,5182.8,180.1,5184.0,0.0,0.0,2152.3,7514.6,0.0,2350.2,0.0,1336.2,5835.2,30.3,2716.0,35201.4,0.0,0.0,20549.3,32592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,usa,2042,15415855.7,14510442.8,13784920.6,555646.2,-750109.1,555646.2,0.0,349766.8,0.05,0.0749,0.1458,66285.74,2951.7,1800.7,36386.8,75.5,177.4,766.6,200.0,1.6,26.49,0.01,11.03,0.0,37.51,29.02,0.01,12.65,0.0,41.69,22096152.0,15260551.8,0.0,1344635.5,0.0,0.0,441878.3,0.0,2900.3,4568637.9,0.0,0.0,15011965.0,0.0,0.0,1878.9,246708.0,0.0,477548.1,0.0,566.9,0.0,474.0,0.0,0.0,155.8,290.0,0.0,651.9,0.0,1723.0,0.0,6.0,0.0,1.0,0.0,3714.0,2334.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,usa,2042,125413975.3,118614235.2,112683523.4,5957519.7,107924855.6,3800636.5,2156883.2,842220.4,0.05,0.0749,0.15,67748.9,25304.8,0.0,0.0,272.7,318.6,663.4,353.9,31.2,30.96,0.03,12.61,0.0,43.61,33.83,0.04,14.7,0.0,48.57,118961214.4,10689379.6,35747293.5,15005532.8,0.0,1020.6,43654120.2,0.0,60676.0,8774580.0,0.0,39882.0,0.0,0.0,0.0,9002849.5,1686530.0,1712878.0,3275851.6,0.0,2403.3,9.2,2470.0,0.0,0.0,1096.3,6566.5,0.0,2282.8,0.0,2662.1,4522.7,37.8,1616.3,4536.4,0.0,0.0,9502.4,19395.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,usa,2042,571075411.8,543031096.3,515879541.4,23059769.6,202497454.9,23047802.1,11967.5,4984545.9,0.05,0.0749,0.1372,63807.2,125277.0,6026250.8,6660136.4,159.6,183.3,501.0,378.1,91.3,26.22,0.02,11.33,0.0,37.57,28.92,0.02,13.08,0.0,42.02,582242092.4,340533641.5,39582080.0,40112602.4,0.0,152615.1,137010280.1,0.0,2785185.9,880800.7,0.0,1375293.2,167285159.1,0.0,0.0,151874858.9,21373623.2,9646.0,19799947.6,0.0,13829.4,212.7,8544.6,0.0,0.0,13833.0,47319.4,0.0,17490.3,0.0,682.0,4960.0,6273.0,5.0,61857.7,0.0,44931.8,53258.9,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UT,usa,2042,44747108.6,43222682.6,41061548.4,603802.5,35174966.0,603802.5,0.0,920623.5,0.05,0.075,0.126,72199.47,8162.2,1711.1,0.0,627.7,491.1,560.1,421.6,19.5,31.8,0.0,11.72,0.0,43.51,34.51,0.0,13.07,0.0,47.59,31288050.7,8047716.6,0.0,17376996.5,0.0,20.0,3617432.5,0.0,978.7,753169.4,942701.8,33326.0,341542.4,0.0,3081.3,6202600.8,1500492.1,0.0,515709.2,0.0,376.1,7.6,2779.0,0.0,1.5,897.6,1838.4,0.0,512.1,127.5,267.5,0.0,17.3,0.0,2703.0,0.0,105.0,1710.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VA,usa,2042,157193730.4,145533182.7,138256523.7,10351547.9,91557132.8,4846586.8,5504961.1,1308999.7,0.05,0.0749,0.15,73653.01,33656.6,516.7,0.0,100.4,177.2,597.9,160.6,11.7,32.12,0.02,13.33,0.32,45.79,35.19,0.02,15.82,0.34,51.37,124184099.1,53976050.0,28065888.0,0.0,0.0,11509.7,31718549.0,0.0,18621.1,1239955.9,0.0,575433.6,3300182.5,20992482.2,0.0,23923494.4,5759891.0,4400282.5,4177809.3,0.0,4012.1,131.4,0.0,0.0,0.0,3892.1,8966.4,0.0,3168.3,0.0,859.1,3568.0,2018.3,3241.0,11298.0,5374.2,839.6,11395.1,38892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.84
VT,usa,2042,7733327.9,7390312.5,7020796.8,56359.6,5955783.6,56359.6,0.0,286655.9,0.05,0.075,0.15,79171.82,1379.9,1659.5,1203.3,82.1,83.7,409.0,179.3,2.3,32.18,0.02,13.78,0.0,45.98,34.84,0.02,15.35,0.0,50.2,28306659.8,1434528.9,0.0,0.0,0.0,19.4,6478155.7,0.0,0.0,1335896.5,0.0,40931.8,824951.4,0.0,0.0,177341.8,432235.7,0.0,48758.3,18968369.1,51.9,9.1,0.0,0.0,0.0,315.3,1222.9,0.0,0.0,0.0,281.3,0.0,7.2,0.0,112.9,0.0,185.2,207.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WA,usa,2042,124894192.1,122953134.3,116805477.6,294544.0,118694476.4,12572.3,281971.7,1646513.7,0.05,0.075,0.172,68313.76,23246.8,0.0,0.0,18.8,53.1,554.9,159.5,2.2,30.46,0.01,12.55,0.0,43.03,33.01,0.01,13.89,0.0,46.92,117851890.1,4258658.0,9148158.0,0.0,0.0,0.0,5343208.9,0.0,381.4,88772376.2,0.0,185438.0,2876588.6,0.0,0.0,73212.1,1308857.4,212129.5,10598.6,9920941.5,31.9,41.9,0.0,0.0,0.0,1076.1,2635.6,0.0,165.4,0.0,22466.6,1163.0,0.0,314.0,44.2,0.0,966.6,87.9,3768.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WI,usa,2042,82485669.5,78321792.3,74405702.6,3593032.7,57411970.4,3593032.7,0.0,570844.6,0.05,0.0749,0.15,69516.09,18300.5,337156.5,3183.1,438.1,442.4,635.6,258.2,32.9,28.54,0.01,12.79,0.0,41.34,31.4,0.01,14.83,0.0,46.25,76077207.4,20909821.9,0.0,22922943.7,0.0,849.1,26604835.0,0.0,38717.5,1842025.3,0.0,670725.0,940624.7,0.0,0.0,17557161.4,2412035.7,0.0,3087289.8,0.0,2352.4,115.4,4401.9,0.0,0.0,1706.6,5326.8,0.0,2828.6,0.0,333.3,0.0,163.9,0.0,8331.9,0.0,291.8,9166.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WV,usa,2042,42097374.8,40953681.2,38905997.2,193699.2,24925642.3,193699.2,0.0,949994.4,0.05,0.0749,0.15,69870.92,8485.3,0.0,0.0,334.2,400.2,594.3,277.8,10.6,31.38,0.02,12.28,0.0,43.68,33.97,0.02,13.61,0.0,47.6,31820673.7,16028039.0,0.0,9071818.3,0.0,0.0,4541916.8,0.0,611.3,2011830.8,0.0,0.0,8492614.1,0.0,0.0,6903734.6,631690.3,0.0,166457.6,0.0,116.6,0.0,9603.0,0.0,0.0,448.1,1290.3,0.0,1429.2,0.0,245.8,0.0,0.0,0.0,3419.8,0.0,2018.9,449.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
WY,usa,2042,30006076.4,26371606.9,25053026.5,2652989.5,-18165330.2,2652989.5,0.0,981479.9,0.05,0.075,0.1255,69522.62,4707.4,7343.1,227129.9,405.4,474.6,725.4,338.2,30.1,27.49,0.0,9.93,0.0,37.42,30.53,0.0,12.03,0.0,42.56,76556357.9,44536937.0,0.0,28672767.7,0.0,0.0,211730.3,0.0,4497.2,890642.9,0.0,0.0,44032726.4,0.0,0.0,340602.5,163608.0,0.0,2239782.8,0.0,2246.4,0.0,4945.7,0.0,0.0,101.8,94.0,0.0,150.0,0.0,307.6,0.0,0.0,0.0,155.0,0.0,9862.6,9277.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AL,usa,2044,107171092.2,105690370.3,100405851.8,347734.1,102736333.6,347734.1,0.0,1132987.6,0.05,0.0749,0.15,66603.67,23862.0,0.0,0.0,343.7,353.3,612.0,327.8,44.3,30.94,0.03,13.59,0.0,44.54,33.53,0.03,15.25,0.0,48.8,128948862.9,2954036.7,44219264.4,24899747.3,0.0,104.9,48168493.4,0.0,121676.1,8336404.3,0.0,27948.8,0.0,0.0,0.0,1587008.2,1367028.5,0.0,221187.2,0.0,250.7,6.4,4301.8,0.0,0.0,887.5,12029.4,0.0,2145.0,0.0,3090.6,5525.4,25.9,0.0,761.5,0.0,0.0,1937.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AR,usa,2044,76083346.5,74569856.4,70841363.6,569131.0,72743391.0,529789.9,39341.1,944359.1,0.05,0.0749,0.146,67075.37,16853.3,0.0,0.0,348.6,274.8,586.2,286.4,20.0,29.02,0.01,12.68,0.0,41.73,31.47,0.02,14.19,0.0,45.69,57515569.7,1826465.4,15382223.6,11390265.9,0.0,493.9,25257525.6,0.0,8951.9,3065328.1,0.0,98688.0,0.0,0.0,0.0,592581.2,1233884.2,31417.3,454210.0,0.0,336.3,16.8,3468.6,0.0,0.0,780.3,7947.7,0.0,702.0,0.0,1354.9,1817.8,137.2,28.0,300.3,0.0,0.0,1345.4,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
AZ,usa,2044,125307994.0,115649987.1,109867487.7,7318764.0,70904822.7,6631445.1,687318.9,2339242.9,0.0499,0.0748,0.135,78181.19,28688.4,1657469.1,11706.3,191.0,200.6,566.5,200.2,22.2,28.33,0.0,15.43,0.0,43.76,31.51,0.0,18.42,0.0,49.94,116630076.7,44745164.3,31750584.6,17993715.0,0.0,0.0,7383156.7,0.0,19980.8,8348690.7,0.0,189887.4,795973.5,0.0,0.0,38449837.7,5499353.2,546309.1,5652588.2,0.0,3570.1,28.2,3213.0,0.0,0.0,3040.8,10452.9,0.0,2049.1,0.0,2589.5,3937.0,0.0,216.3,14622.9,0.0,209.7,16082.0,2595.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CA,usa,2044,390539648.7,342404789.9,325284550.4,45228775.3,153023977.4,34566393.5,10662381.8,2906083.3,0.05,0.0749,0.1462,83392.06,78917.4,2685531.2,182406.4,85.0,121.7,430.2,78.3,29.4,30.07,0.01,14.75,2.56,47.38,34.34,0.01,18.56,2.73,55.63,362236944.6,189380812.5,0.0,0.0,0.0,586.4,76554922.5,0.0,193100.1,33387772.5,23426345.3,1535276.0,9679317.6,0.0,0.0,144921004.5,34780490.6,8417885.3,29340243.9,0.0,16152.8,284.6,0.0,0.0,0.0,20734.8,22340.1,0.0,8379.1,3272.2,10780.1,0.0,119.0,3911.9,54596.8,0.0,3200.9,85520.8,46942.8,0.0,0.0,0.55,0.0,0.0,0.0,0.0,4.2,0.97
CO,usa,2044,88375359.5,83998851.2,79798908.7,3992858.5,42047819.4,2822219.0,1170639.4,383649.9,0.05,0.075,0.125,77461.22,16719.2,8789.1,58240.3,248.7,301.7,713.0,345.6,15.4,27.94,0.0,11.9,0.0,39.85,30.69,0.0,13.66,0.0,44.35,64415060.1,41951031.8,0.0,14068101.5,0.0,346.7,3167740.8,0.0,52266.0,1693679.8,0.0,128501.6,25684279.8,0.0,0.0,11732907.0,4533845.0,934395.4,2418996.5,0.0,1727.0,17.6,2571.9,0.0,0.0,2603.8,3293.6,0.0,2596.1,0.0,669.1,0.0,15.4,562.5,4619.9,0.0,6502.1,8052.7,6750.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CT,usa,2044,37270933.3,36902977.8,35057828.9,278097.5,31064682.8,278097.5,0.0,89858.0,0.05,0.0749,0.15,91895.26,9547.2,0.0,0.0,185.4,175.4,414.5,346.3,6.1,31.35,0.01,18.84,0.15,50.35,33.99,0.02,21.1,0.16,55.26,33181214.5,5838295.0,9960896.4,0.0,0.0,3778.5,16292003.0,0.0,35930.1,475828.5,0.0,335418.0,426340.9,0.0,0.0,3802533.7,1609420.4,0.0,239065.1,0.0,261.7,51.5,0.0,0.0,0.0,1138.1,4043.8,0.0,1099.0,0.0,123.7,1220.1,604.2,0.0,2140.0,0.0,121.9,736.8,0.0,0.0,0.5,0.44,0.0,0.0,0.0,0.0,0.0,0.0
DE,usa,2044,15408913.7,15178493.3,14419568.6,19828.0,10817171.0,19828.0,0.0,210592.4,0.05,0.0749,0.15,80326.13,4091.8,0.0,0.0,63.9,220.5,534.9,140.6,0.3,31.24,0.01,17.29,0.0,48.54,33.83,0.02,19.46,0.0,53.3,5250040.0,4361322.3,0.0,21746.3,0.0,94.5,816726.9,0.0,1739.7,0.0,0.0,31339.0,0.0,0.0,0.0,3691573.3,669749.1,0.0,17071.3,0.0,12.4,7.0,410.0,0.0,0.0,447.4,1511.0,0.0,142.0,0.0,0.0,0.0,30.0,0.0,1863.6,0.0,0.0,49.4,0.0,0.0,0.0,0.19,0.0,0.03,0.0,0.0,0.0,0.0
FL,usa,2044,327460822.7,301979122.9,286880166.8,24133304.9,166954652.5,24133304.9,0.0,1348394.8,0.05,0.0749,0.15,61937.8,68443.3,6968754.5,0.0,183.2,220.5,474.4,301.5,55.4,27.35,0.01,11.39,0.0,38.75,31.02,0.02,13.61,0.0,44.64,311958432.9,135024470.4,29602664.0,13872898.9,0.0,125770.1,109224809.8,0.0,829277.5,199220.9,0.0,2266262.8,0.0,0.0,0.0,121370962.6,13653507.8,0.0,20813058.5,0.0,12577.5,378.6,6131.0,0.0,0.0,10245.4,33945.7,0.0,7110.6,0.0,54.5,3626.0,1747.6,0.0,52864.3,0.0,0.0,56456.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,usa,2044,191367106.7,183788270.7,174598857.2,6093277.5,160191750.9,1919502.4,4173775.1,1485558.5,0.05,0.0749,0.15,66982.42,41879.2,0.0,0.0,253.1,223.5,629.6,95.7,30.8,31.92,0.02,13.64,0.0,45.58,34.88,0.03,15.73,0.0,50.63,123475801.8,23596519.8,36068332.0,16490293.9,0.0,32772.6,36902944.6,0.0,51830.6,3377688.4,0.0,1971927.8,0.0,0.0,0.0,21726366.4,1870153.4,3331079.1,1652413.1,0.0,1433.8,287.1,8391.6,0.0,0.0,1210.8,10446.6,0.0,6843.8,0.0,2275.4,4502.0,788.0,1862.2,9805.4,0.0,0.0,4539.6,22346.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,usa,2044,62025375.4,57227226.2,54365864.8,3925133.2,-23679659.6,3925133.2,0.0,873016.2,0.05,0.0749,0.15,70588.37,13166.7,502518.4,1017375.4,185.1,236.3,716.5,345.6,18.8,23.53,0.01,13.27,0.0,36.8,26.06,0.01,15.75,0.0,41.81,104532994.5,80906885.8,0.0,17579506.5,0.0,0.0,1452208.5,0.0,361.2,1180129.5,0.0,49974.4,63821820.4,0.0,0.0,15984682.8,1100382.7,0.0,3363928.6,0.0,4046.0,11.2,4247.4,0.0,0.0,735.8,1656.4,0.0,320.1,0.0,193.4,0.0,305.1,0.0,7228.5,0.0,17188.2,16344.3,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
ID,usa,2044,38456166.6,36191636.3,34382054.5,714129.8,27799595.1,714129.8,0.0,1550400.6,0.05,0.0749,0.1338,74178.28,7793.3,0.0,0.0,138.6,186.2,567.6,341.6,4.3,29.36,0.01,13.96,0.0,43.34,32.03,0.01,16.02,0.0,48.05,31653033.5,8392041.2,0.0,0.0,0.0,0.0,12058224.0,0.0,0.0,10338619.6,87828.0,175983.2,457199.7,0.0,0.0,7093357.2,841484.3,0.0,600337.6,0.0,625.9,26.6,0.0,0.0,0.0,538.7,3273.6,0.0,415.4,12.0,2809.1,0.0,0.0,0.0,3166.3,0.0,109.9,2866.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,usa,2044,174132963.9,167311265.5,158945702.3,5595040.7,131040663.2,5595040.7,0.0,1226657.7,0.05,0.0749,0.15,74896.19,42883.4,18770.1,5933.1,269.3,288.3,629.6,349.8,42.5,30.49,0.01,15.38,0.0,45.88,33.23,0.01,17.74,0.0,50.97,159608512.0,36270602.3,45825710.1,25281830.8,0.0,3279.6,46599473.7,0.0,384137.2,121038.6,0.0,314806.9,7620208.9,0.0,0.0,23340167.0,5310226.5,0.0,4807632.9,0.0,3711.5,73.0,4404.1,0.0,0.0,3595.6,8753.5,0.0,9881.3,0.0,28.5,5702.0,181.9,0.0,11187.5,0.0,2562.1,14517.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,usa,2044,126763374.8,122400343.6,116280326.5,3460957.9,110664692.5,3460957.9,0.0,902073.4,0.05,0.0749,0.15,70936.65,25637.5,0.0,0.0,593.2,485.4,621.8,334.8,70.9,30.15,0.01,13.17,0.0,43.33,32.77,0.02,14.94,0.0,47.72,121020017.1,11735651.1,0.0,45870172.7,0.0,23277.0,59737755.2,0.0,31809.3,433300.7,0.0,206008.0,3642411.5,0.0,0.0,4310888.5,3782351.2,0.0,2982043.2,0.0,2501.7,46.8,8999.2,0.0,0.0,2550.8,9748.2,0.0,2526.3,0.0,83.2,0.0,440.4,0.0,2197.1,0.0,1222.1,9807.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,usa,2044,54083061.2,50901839.0,48356747.0,2548346.3,-16510470.4,2548346.3,0.0,632875.8,0.0499,0.0749,0.136,68691.63,12487.9,797157.8,2410183.9,135.7,166.8,652.4,499.2,12.1,22.36,0.0,11.52,0.0,33.88,24.65,0.01,13.37,0.0,38.03,90914117.1,67412309.5,10308375.0,10768750.2,0.0,28.5,210550.1,0.0,1174.7,0.0,0.0,39924.0,52221588.6,0.0,0.0,14272660.3,918060.6,0.0,2173005.1,0.0,2231.9,9.0,3663.3,0.0,0.0,629.7,266.0,0.0,1903.0,0.0,0.0,1225.0,71.7,0.0,6369.7,0.0,13537.7,8795.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,usa,2044,115928266.9,108857819.5,103414928.5,6388835.2,71280745.4,6388835.2,0.0,681612.1,0.05,0.0749,0.15,69292.91,23259.3,289.6,0.0,439.6,544.3,705.6,215.3,45.7,30.64,0.02,11.99,0.0,42.65,33.51,0.03,14.01,0.0,47.55,108414723.4,37577074.2,0.0,34030155.4,0.0,0.0,27233346.0,0.0,120138.7,3906018.3,0.0,65162.4,0.0,0.0,0.0,37354232.0,222842.0,0.0,5482828.7,0.0,3441.9,15.2,6949.0,0.0,0.0,144.7,4216.3,0.0,4687.6,0.0,1099.5,0.0,0.0,0.0,16735.1,0.0,0.0,17399.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,usa,2044,134162406.0,131628533.5,125047106.8,1988984.6,113534641.8,1988984.6,0.0,544887.8,0.05,0.0749,0.1396,64763.08,28956.4,0.0,0.0,279.0,301.5,568.0,328.3,45.2,30.01,0.02,12.6,0.0,42.64,32.58,0.03,14.22,0.0,46.82,163083209.7,18093891.8,17412995.6,0.0,0.0,77053.1,124792466.1,0.0,42549.5,953306.5,0.0,0.0,0.0,0.0,0.0,16205199.5,1888692.3,0.0,1710947.1,0.0,1233.3,0.0,0.0,0.0,0.0,1255.9,21642.2,0.0,1661.0,0.0,192.0,2132.9,1626.1,0.0,7326.9,0.0,0.0,4945.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA,usa,2044,72230112.3,69352883.9,65885239.7,2566418.1,36845446.7,141636.7,2424781.4,310810.3,0.05,0.0749,0.15,91127.22,16840.7,19888.7,44930.7,70.1,83.9,417.0,160.5,3.0,31.19,0.01,17.68,0.0,48.88,34.16,0.01,20.34,0.0,54.52,43675948.9,32507437.2,0.0,0.0,0.0,243.9,7557326.7,0.0,56321.9,1088924.8,0.0,393560.6,562588.7,16958715.3,0.0,10481157.6,4504975.6,1949881.5,122252.2,0.0,97.2,62.8,0.0,0.0,0.0,3234.4,5761.4,0.0,806.7,0.0,255.8,0.0,24.5,1768.0,5106.0,4391.1,156.3,388.7,21216.0,0.0,0.0,0.45,0.0,0.1,0.0,0.0,0.0,0.61
MD,usa,2044,106223659.2,100941709.6,95894624.1,4384079.3,55439475.9,4384079.3,0.0,897870.3,0.05,0.0749,0.15,78339.94,24097.9,1716.0,4492.7,110.8,218.0,550.1,188.9,7.1,31.75,0.01,14.91,0.0,46.68,34.59,0.01,17.27,0.0,51.87,67983093.3,45502233.7,0.0,1726645.0,0.0,3003.5,14707414.7,0.0,3381.8,2004822.6,0.0,262202.0,2948817.6,6340814.5,0.0,33191597.2,3021004.4,0.0,3773389.9,0.0,2814.9,61.4,2478.0,0.0,0.0,2023.3,3832.6,0.0,932.6,0.0,643.5,0.0,1577.8,0.0,16314.5,1639.6,747.5,11242.1,0.0,0.0,0.0,0.57,0.0,0.13,0.0,0.0,0.0,0.0
ME,usa,2044,16460968.0,16398230.7,15578319.2,33164.4,13774033.7,33164.4,0.0,29572.9,0.05,0.075,0.15,82781.21,2547.8,0.0,0.0,128.8,108.6,410.4,103.7,1.6,31.6,0.01,12.49,0.46,44.57,34.2,0.01,13.64,0.5,48.36,12397933.5,2624197.0,0.0,0.0,0.0,8469.6,4062205.4,0.0,0.0,4066796.6,0.0,78659.9,1787838.2,0.0,0.0,272657.2,563701.7,0.0,28608.0,1528996.9,22.3,13.0,0.0,0.0,0.0,407.5,1635.6,0.0,0.0,0.0,633.1,0.0,507.8,0.0,128.9,0.0,497.9,111.7,0.0,0.0,0.9,0.72,0.0,0.0,0.0,0.0,0.0,0.0
MI,usa,2044,126170597.2,120135841.4,114129049.4,5559464.5,68094060.8,2698696.1,2860768.4,475291.4,0.05,0.0749,0.15,68891.56,28176.4,174605.5,195487.6,273.0,369.3,580.7,232.7,43.3,30.1,0.01,13.42,0.0,43.53,32.91,0.02,15.62,0.0,48.55,162174221.5,52041780.6,27088152.0,24292648.4,0.0,620814.1,48101038.7,0.0,138936.4,1425752.6,0.0,703363.6,13582618.6,0.0,0.0,34008190.8,4450971.2,2257168.3,2321378.5,3183188.4,1531.7,133.9,3904.0,0.0,0.0,3184.8,10432.0,0.0,3789.2,0.0,261.0,3318.0,2256.6,2152.0,16848.2,0.0,3740.0,6499.9,25824.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MN,usa,2044,87580090.0,85540507.1,81263481.7,824924.1,64547485.0,824924.1,0.0,1214658.9,0.05,0.0749,0.15,74396.42,18291.6,533.3,576.9,120.3,183.8,744.5,198.5,5.7,26.37,0.01,12.78,0.0,39.14,28.64,0.01,14.2,0.0,42.84,47901384.2,20993022.1,8180640.0,4693722.6,0.0,911.1,1540527.4,0.0,26081.4,792677.7,0.0,516788.8,11340413.7,0.0,0.0,6332979.8,3319628.6,0.0,708372.2,10448641.2,653.5,76.3,973.9,0.0,0.0,2349.2,2216.0,0.0,2474.7,0.0,172.4,1040.0,257.7,0.0,3191.2,0.0,3107.1,2536.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,usa,2044,112334446.2,108415327.8,102994561.4,2125749.0,81153058.1,1104678.2,1021070.9,1793369.4,0.05,0.0749,0.1482,73066.71,26377.0,111413.4,19699.1,570.1,459.7,692.3,235.1,39.5,28.76,0.01,13.98,0.0,42.75,31.33,0.01,15.88,0.0,47.21,69733365.7,27262269.8,0.0,38994194.5,0.0,0.0,447060.0,0.0,1245.7,1202996.9,0.0,67456.0,4608958.8,0.0,0.0,20186590.5,2466720.5,809791.3,948351.4,0.0,1092.1,15.5,7528.9,0.0,0.0,1574.7,1813.1,0.0,2418.2,0.0,588.3,0.0,111.2,657.0,9049.9,0.0,1431.1,2845.6,7884.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MS,usa,2044,58529541.9,57789594.5,54900114.8,21070.7,50151449.2,21070.7,0.0,718876.7,0.05,0.0749,0.15,66523.26,12658.7,0.0,0.0,209.2,264.3,606.0,387.2,6.8,30.78,0.02,12.96,0.0,43.76,33.33,0.03,14.44,0.0,47.79,32747537.0,7638145.3,11020266.0,2115852.3,0.0,27618.7,11910124.1,0.0,17346.0,0.0,0.0,0.0,0.0,0.0,0.0,6108027.9,1530117.4,0.0,18184.6,0.0,12.3,0.0,1004.0,0.0,0.0,1001.7,8273.5,0.0,1141.6,0.0,0.0,1401.0,487.2,0.0,2712.1,0.0,0.0,49.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,usa,2044,23988416.0,21765262.1,20676998.9,739896.3,-6967561.7,739896.3,0.0,1483257.6,0.05,0.075,0.1711,69275.42,4170.8,578.5,17059.1,203.2,251.4,625.7,249.6,10.0,27.7,0.01,10.25,0.0,37.95,30.38,0.01,11.82,0.0,42.21,49353056.2,28732823.8,0.0,9050871.2,0.0,0.0,0.0,0.0,155.5,10880463.3,0.0,0.0,28288633.6,0.0,0.0,27769.2,416421.1,0.0,619564.5,69177.7,782.4,0.0,1702.0,0.0,0.0,289.8,40.0,0.0,375.9,0.0,2859.8,0.0,52.0,0.0,17.0,0.0,6237.2,3691.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
