Project,Scenario,Dollar_year
Standard_scenarios_2020,MidCase,2019$
state,country,t,busbar_load,busbar_load_for_enduse,enduse_load,storage_charging,net_load_busbar,battery_charging,phs_charging,trans_losses,distloss_rate_avg,distloss_rate_marg,prm,capacity_shadow_price,planning_capacity_MW,curt_solar,curt_wind,co2_rate_avg_gen,co2_rate_avg_load_enduse,co2_srmer_enduse,co2_lrmer_enduse,co2_gen_mmt,energy_cost_busbar,op_res_cost_busbar,capacity_cost_busbar,portfolio_cost_busbar,total_cost_busbar,energy_cost_enduse,op_res_cost_enduse,capacity_cost_enduse,portfolio_cost_enduse,total_cost_enduse,generation,variable_generation,nuclear_MWh,coal_MWh,coal-ccs_MWh,o-g-s_MWh,gas-cc_MWh,gas-cc-ccs_MWh,gas-ct_MWh,hydro_MWh,geothermal_MWh,biomass_MWh,wind-ons_MWh,wind-ofs_MWh,csp_MWh,upv_MWh,distpv_MWh,phs_MWh,battery_MWh,canada_MWh,battery_MW,biomass_MW,coal_MW,coal-ccs_MW,csp_MW,distpv_MW,gas-cc_MW,gas-cc-ccs_MW,gas-ct_MW,geothermal_MW,hydro_MW,nuclear_MW,o-g-s_MW,phs_MW,upv_MW,wind-ofs_MW,wind-ons_MW,battery_energy_cap_MWh,phs_energy_cap_MWh,csp_energy_cap_MWh,rps_all_shadow_price,rps_all_f,rps_solar_shadow_price,rps_solar_f,rps_wind_shadow_price,rps_wind_f,ces_shadow_price,ces_f
FL,usa,2024,253598851.6,251738560.9,239151632.9,683595.9,240563732.0,683595.9,0.0,1176694.7,0.05,0.0749,0.15,30325.07,57057.6,0.0,0.0,360.4,386.4,609.1,573.4,84.5,33.69,0.08,6.63,0.0,40.41,36.53,0.08,7.43,0.0,44.04,235177790.2,11174828.9,29602664.0,15962217.5,0.0,126686.7,172313690.8,0.0,1213678.3,199504.0,0.0,3993414.6,0.0,0.0,0.0,8417514.2,2757314.8,0.0,591105.6,0.0,904.5,766.2,6499.0,0.0,0.0,1742.6,30855.5,0.0,8263.6,0.0,54.5,3626.0,2504.9,0.0,3953.8,0.0,0.0,1809.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
GA,usa,2024,158056495.9,153211238.3,145550676.4,3694919.4,148581333.3,0.0,3694919.4,1150338.2,0.05,0.0749,0.15,29363.85,34912.5,0.0,0.0,292.4,320.0,685.3,824.8,37.2,32.75,0.05,6.37,0.0,39.17,35.6,0.06,7.31,0.0,42.96,130532363.1,4629905.0,51167612.2,17818290.9,0.0,26097.3,48519407.4,0.0,54744.2,3382860.0,0.0,1987618.4,0.0,0.0,0.0,4481175.1,148729.9,2945827.7,0.0,0.0,0.0,288.7,8416.0,0.0,0.0,96.3,7989.0,0.0,7635.1,0.0,2275.4,6261.0,837.0,1862.2,2151.1,0.0,0.0,0.0,22346.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IA,usa,2024,50415141.8,49821120.8,47330064.8,0.0,13768625.7,0.0,0.0,594021.1,0.05,0.0749,0.15,32914.12,11463.1,0.0,0.0,428.9,477.7,787.5,603.4,31.2,27.97,0.12,7.17,0.0,35.26,30.32,0.13,8.04,0.0,38.5,72584913.6,36052495.0,0.0,26693754.9,0.0,45114.2,8501706.8,0.0,62209.0,1180129.5,0.0,49504.0,34977548.7,0.0,0.0,918934.1,156012.3,0.0,0.0,0.0,0.0,11.2,4638.0,0.0,0.0,100.9,1711.8,0.0,684.5,0.0,193.4,0.0,810.0,0.0,420.6,0.0,10546.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ID,usa,2024,28605677.3,27949668.9,26552185.3,0.0,24360144.9,0.0,0.0,656008.4,0.05,0.0749,0.1339,33232.5,6018.6,0.0,0.0,51.3,245.1,630.3,384.2,0.9,28.46,0.01,6.71,0.0,35.18,30.78,0.01,7.32,0.0,38.11,16558253.5,3589524.0,0.0,0.0,0.0,0.0,2330600.1,0.0,0.0,10288732.5,89400.0,259996.8,2641865.0,0.0,0.0,698262.5,249396.6,0.0,0.0,0.0,0.0,38.2,0.0,0.0,0.0,159.9,547.7,0.0,547.4,12.0,2793.1,0.0,0.0,0.0,340.0,0.0,912.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IL,usa,2024,150591399.3,149050248.0,141597735.5,131361.1,129394452.0,131361.1,0.0,1409790.3,0.05,0.0749,0.15,35867.57,38203.7,0.0,0.0,259.5,294.3,795.2,418.0,44.7,30.99,0.12,8.79,0.0,39.89,33.59,0.13,9.97,0.0,43.69,172395210.8,19655795.9,92353862.6,31721737.9,0.0,54696.9,24254529.2,0.0,3772895.6,121038.6,0.0,346835.6,18226077.2,0.0,0.0,1093056.0,336662.6,0.0,113818.5,0.0,272.1,79.1,9482.0,0.0,0.0,229.0,4011.0,0.0,9911.3,0.0,28.5,11582.4,207.7,0.0,505.6,0.0,6113.1,544.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IN,usa,2024,110203788.4,109041076.9,103589023.0,55146.9,95571466.3,55146.9,0.0,1107564.6,0.05,0.0749,0.15,30862.91,22839.8,0.0,0.0,655.9,543.7,806.6,577.7,71.9,31.32,0.04,6.28,0.0,37.65,33.91,0.04,6.96,0.0,40.92,109803980.6,13469610.7,0.0,51252840.9,0.0,442311.1,43609096.2,0.0,319895.7,433300.7,0.0,229357.6,8820981.7,0.0,0.0,4332517.1,316111.9,0.0,47567.7,0.0,58.2,53.2,11830.1,0.0,0.0,213.4,6426.7,0.0,3114.1,0.0,83.2,0.0,542.3,0.0,1966.3,0.0,2960.8,116.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KS,usa,2024,44754218.7,44314344.7,42098627.5,0.0,6257283.7,0.0,0.0,439874.0,0.0499,0.0749,0.136,30350.71,10872.2,4033.7,45398.7,285.3,325.1,746.6,593.5,18.7,27.06,0.04,6.77,0.0,33.88,29.34,0.05,7.6,0.0,36.98,65320727.6,38057061.0,9635850.0,16214113.8,0.0,766.9,1332178.4,0.0,41130.5,0.0,0.0,39627.0,24537288.4,0.0,0.0,13393439.9,126332.7,0.0,0.0,0.0,0.0,9.0,4670.2,0.0,0.0,78.7,266.0,0.0,2262.7,0.0,0.0,1225.0,269.8,0.0,5046.3,0.0,6826.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
KY,usa,2024,96841717.5,96009834.9,91209343.2,7940.7,95762750.0,7940.7,0.0,823942.0,0.05,0.0749,0.15,31691.0,20513.3,0.0,0.0,781.8,770.7,799.7,677.5,51.6,33.51,0.05,6.46,0.0,40.02,36.31,0.05,7.19,0.0,43.56,66040173.1,247084.9,0.0,41038774.5,0.0,0.0,19084979.0,0.0,1687419.5,3907657.6,0.0,67412.0,0.0,0.0,0.0,222584.3,24500.6,0.0,6845.4,0.0,8.0,15.2,7708.0,0.0,0.0,15.8,2568.3,0.0,4866.6,0.0,1099.5,0.0,0.0,0.0,106.3,0.0,0.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
LA,usa,2024,108716484.5,108206989.8,102796640.3,0.0,107800679.5,0.0,0.0,509494.7,0.05,0.0749,0.1394,27269.56,23803.6,0.0,0.0,325.5,359.2,682.0,334.2,37.6,29.98,0.07,5.86,0.0,35.9,32.47,0.07,6.54,0.0,39.08,115681155.5,406310.4,16877637.7,0.0,0.0,2775381.8,93983428.4,0.0,603428.0,953306.5,0.0,81662.8,0.0,0.0,0.0,161394.0,244916.3,0.0,0.0,0.0,0.0,10.9,0.0,0.0,0.0,163.1,13155.1,0.0,1661.0,0.0,192.0,2132.9,4412.7,0.0,71.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MA,usa,2024,61801735.5,59540841.4,56563799.3,1935767.3,49990508.2,98394.0,1837373.3,325126.8,0.05,0.0749,0.15,20067.87,14458.7,0.0,0.0,226.1,143.1,561.9,35.9,6.6,32.74,0.04,4.36,0.53,37.67,35.58,0.04,5.04,0.57,41.24,30027643.9,9550333.2,0.0,0.0,0.0,152.3,16246353.9,0.0,53665.3,1089322.5,0.0,1551757.4,803230.3,3793775.0,0.0,1476662.3,3476665.6,1451302.5,84756.8,0.0,116.2,315.5,0.0,0.0,0.0,2493.6,6249.6,0.0,807.9,0.0,255.8,0.0,293.4,1768.0,794.7,952.0,227.9,232.4,21216.0,0.0,3.8,0.24,0.0,0.1,0.0,0.0,0.0,0.26
MD,usa,2024,85476246.7,84147940.0,79940543.1,434801.3,62662331.9,434801.3,0.0,893505.4,0.05,0.0749,0.15,29586.59,20089.1,0.0,0.0,181.1,243.0,715.7,284.6,11.6,32.25,0.04,6.58,0.0,38.87,34.96,0.05,7.43,0.0,42.45,64661188.9,21485608.1,13060854.4,2549173.4,0.0,3822.9,24828446.1,0.0,6463.8,1837118.2,0.0,516514.4,2039062.9,1470101.3,0.0,16301996.8,1674447.1,0.0,373187.5,0.0,433.8,118.4,3969.0,0.0,0.0,1121.2,3832.6,0.0,1605.6,0.0,590.5,1725.8,1736.1,0.0,7997.2,368.0,552.4,867.5,0.0,0.0,0.0,0.38,0.0,0.09,0.0,0.0,0.0,0.0
ME,usa,2024,14564565.1,14524641.1,13798409.1,26719.2,11005651.7,26719.2,0.0,13204.8,0.05,0.075,0.15,12221.97,2187.4,0.0,0.0,101.3,101.2,544.6,147.1,1.5,32.86,0.03,1.85,1.11,35.86,35.56,0.04,2.02,1.2,38.83,14357903.4,3518989.4,0.0,0.0,0.0,2438.5,3431940.0,0.0,0.0,4022788.0,0.0,2149409.3,3381636.2,0.0,0.0,11133.5,126219.7,0.0,22918.9,1209419.1,32.4,301.2,0.0,0.0,0.0,91.2,1283.2,0.0,0.0,0.0,625.1,0.0,713.0,0.0,5.6,0.0,936.9,64.8,0.0,0.0,3.8,0.48,0.0,0.0,0.0,0.0,0.0,0.0
MI,usa,2024,109635184.9,106989241.0,101639779.0,2373212.0,94186697.0,9584.9,2363627.1,272732.0,0.05,0.0749,0.15,29923.24,25101.6,0.0,0.0,447.4,518.1,810.8,497.3,53.7,31.19,0.04,6.57,0.0,37.81,33.86,0.04,7.52,0.0,41.44,122637225.0,12802544.0,26408116.0,35318602.7,0.0,2728538.6,37263839.8,0.0,1332361.6,1452249.3,0.0,1737135.0,8115259.6,0.0,0.0,4511078.6,176205.8,1906280.0,8252.4,1679305.5,10.2,283.9,5782.0,0.0,0.0,125.4,7238.6,0.0,3912.4,0.0,261.0,3318.0,2354.1,2152.0,2097.0,0.0,2623.4,20.4,25824.0,0.0,0.0,0.13,0.0,0.0,0.0,0.0,0.0,0.0
MN,usa,2024,75842558.1,75086235.4,71331923.7,77608.7,54874435.0,77608.7,0.0,678714.0,0.05,0.0749,0.15,36375.98,15925.0,0.0,0.0,282.8,341.2,801.6,438.2,18.3,27.97,0.05,7.25,0.0,35.27,30.31,0.05,8.08,0.0,38.44,64935427.5,20211800.4,13033962.0,14250786.2,0.0,12117.1,8000713.9,0.0,315513.1,792986.5,0.0,935281.9,17381354.7,0.0,0.0,1737211.7,1093234.2,0.0,67006.6,7315259.4,127.4,164.1,3050.9,0.0,0.0,772.8,2229.0,0.0,2815.4,0.0,172.4,1657.0,446.2,0.0,874.6,0.0,5102.2,254.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MO,usa,2024,96407331.3,94384677.9,89665444.0,897158.2,87671642.8,0.0,897158.2,1125495.3,0.05,0.0749,0.1482,31673.43,22964.3,0.0,0.0,741.6,671.5,785.9,651.0,55.2,29.73,0.09,7.03,0.0,36.84,32.29,0.09,7.96,0.0,40.35,75027647.7,6713035.2,9360540.0,51888174.1,0.0,104.8,5033968.5,0.0,96553.3,1154130.0,0.0,68541.0,6303249.7,0.0,0.0,134217.5,275568.2,712600.9,0.0,0.0,0.0,15.5,9523.9,0.0,0.0,173.7,1813.1,0.0,3229.8,0.0,567.3,1190.0,728.6,657.0,61.1,0.0,1889.6,0.0,7884.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0
MS,usa,2024,51749462.0,50968955.4,48420507.6,0.0,50459392.2,0.0,0.0,780506.6,0.05,0.0749,0.15,27732.44,11164.2,0.0,0.0,323.8,346.9,696.6,625.5,15.1,30.63,0.07,5.81,0.0,36.51,33.2,0.08,6.51,0.0,39.79,46670312.9,509563.2,11437764.0,1787968.6,0.0,56691.9,32838806.2,0.0,39519.1,0.0,0.0,0.0,0.0,0.0,0.0,481561.3,28001.9,0.0,0.0,0.0,0.0,0.0,1004.0,0.0,0.0,18.3,7802.9,0.0,1211.6,0.0,0.0,1401.0,1518.2,0.0,218.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
MT,usa,2024,17559621.1,16906487.5,16061163.0,397.3,10488277.5,397.3,0.0,652736.3,0.05,0.075,0.171,30984.95,3236.2,0.0,0.0,352.8,347.7,631.8,688.7,9.0,27.1,0.01,5.1,0.0,32.22,29.29,0.01,5.44,0.0,34.75,25511245.7,6418210.2,0.0,8171477.9,0.0,0.0,11209.1,0.0,4307.5,10835851.2,0.0,0.0,6356009.7,0.0,0.0,32078.4,30122.0,0.0,284.7,69905.1,10.6,0.0,1809.0,0.0,0.0,21.0,40.0,0.0,410.7,0.0,2838.8,0.0,52.0,0.0,17.0,0.0,1516.5,21.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NC,usa,2024,149505178.4,148596713.8,141166878.1,178438.4,136499546.9,0.0,178438.4,730026.2,0.05,0.0749,0.15,30657.43,34344.4,0.0,0.0,353.5,359.5,760.8,463.8,46.9,33.41,0.05,6.62,0.0,40.09,36.19,0.05,7.39,0.0,43.64,132783376.9,12097166.9,40808544.4,33791852.5,0.0,770.7,39433119.8,0.0,215285.0,4537158.5,0.0,1756855.2,1335467.1,0.0,0.0,9874318.2,887381.5,142624.0,0.0,0.0,0.0,269.4,9348.0,0.0,0.0,587.9,5819.4,0.0,5987.2,0.0,1830.3,5149.6,95.1,86.0,4929.6,0.0,391.3,0.0,1032.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ND,usa,2024,16159553.1,15627374.6,14846005.8,0.0,471514.2,0.0,0.0,532178.6,0.05,0.075,0.15,34269.17,2993.9,1.4,62097.7,427.1,458.9,781.6,821.9,17.1,27.29,0.05,6.61,0.0,33.94,29.56,0.05,7.32,0.0,36.93,40105031.5,15155860.4,0.0,15545795.1,0.0,1433.6,1792.0,0.0,87933.8,1996957.2,0.0,0.0,15072331.4,0.0,0.0,0.0,83529.0,0.0,0.0,7315259.4,0.0,0.0,3489.8,0.0,0.0,57.4,5.3,0.0,519.6,0.0,557.0,0.0,55.7,0.0,0.0,0.0,4277.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NE,usa,2024,33170519.4,32727342.5,31090975.4,0.0,23128001.5,0.0,0.0,443177.0,0.0499,0.0749,0.136,32627.57,8006.8,0.0,484.7,333.1,384.8,792.7,549.8,8.6,28.14,0.04,7.33,0.0,35.51,30.52,0.05,8.25,0.0,38.81,25656421.6,9599341.0,6286280.0,8366467.0,0.0,900.6,272293.5,0.0,23126.2,1079834.0,0.0,28179.2,9461291.7,0.0,0.0,41231.8,96817.6,0.0,0.0,0.0,0.0,6.4,3376.6,0.0,0.0,58.2,338.2,0.0,978.7,0.0,283.6,770.0,40.0,0.0,18.3,0.0,2558.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NH,usa,2024,11420884.7,11347962.0,10780563.9,4578.2,8501376.5,4578.2,0.0,68344.5,0.05,0.0749,0.15,19939.44,2564.4,0.0,0.0,28.1,32.9,556.5,25.9,0.5,33.26,0.04,4.16,0.27,37.73,36.02,0.04,4.64,0.29,40.99,16650127.0,2846585.5,9843504.5,0.0,0.0,0.0,1121295.9,0.0,0.0,1424989.2,0.0,1409819.3,2669944.5,0.0,0.0,0.0,176641.1,0.0,3932.5,0.0,5.5,199.6,0.0,0.0,0.0,127.5,1258.0,0.0,0.0,0.0,493.0,1251.4,400.2,0.0,0.0,0.0,698.5,11.0,0.0,0.0,2.7,0.2,0.0,0.01,0.0,0.0,0.0,0.0
NJ,usa,2024,86008685.1,83665709.8,79482424.3,2220480.7,73823285.3,1214983.8,1005496.9,122494.5,0.05,0.0749,0.15,29028.56,22435.4,0.0,0.0,226.7,249.4,691.4,198.9,20.2,31.27,0.04,6.98,0.0,38.29,34.02,0.05,8.07,0.0,42.14,91054043.7,9842424.5,28054103.0,0.0,0.0,13517.0,50006585.6,0.0,615198.1,0.0,0.0,673040.5,18061.0,4392667.8,0.0,1687354.8,3744341.0,806699.2,1042475.6,0.0,1222.2,154.5,0.0,0.0,0.0,2619.7,9107.4,0.0,2572.8,0.0,0.0,3500.2,362.3,420.0,891.4,1100.0,7.6,2464.4,5040.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NM,usa,2024,28314155.5,27792411.2,26402790.6,27306.1,16277288.5,27306.1,0.0,494438.3,0.05,0.0749,0.1353,31511.0,5894.2,33382.8,43392.5,612.2,593.2,592.1,532.6,21.5,26.89,0.03,5.83,0.0,32.75,29.1,0.04,6.46,0.0,35.6,35070031.6,11515122.7,0.0,18291273.7,0.0,166302.4,4847016.2,0.0,24739.2,202105.9,0.0,0.0,9390439.1,0.0,2184.6,1505624.1,616875.1,0.0,23471.6,0.0,33.0,0.0,2836.5,0.0,1.0,318.9,1414.6,0.0,983.7,0.0,79.9,0.0,312.0,0.0,581.4,0.0,2380.4,65.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NV,usa,2024,41913109.8,41409161.1,39338703.1,34915.4,31479639.2,34915.4,0.0,469033.3,0.0499,0.0749,0.132,36710.94,9978.0,0.0,0.0,271.4,279.9,604.3,348.4,11.8,29.79,0.01,7.93,0.0,37.74,32.24,0.01,8.82,0.0,41.08,43357613.8,9929521.8,0.0,1694020.1,0.0,0.0,25125786.4,0.0,9884.8,2174335.5,4351985.2,42022.4,402028.9,0.0,547783.2,8111247.4,868462.4,0.0,30057.4,0.0,45.7,9.8,472.4,0.0,178.5,451.0,5943.3,0.0,1122.6,586.2,829.6,0.0,221.0,0.0,3136.5,0.0,150.0,91.5,0.0,1100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
NY,usa,2024,156801973.8,153332136.9,145665530.1,3134081.2,126530308.3,1232020.4,1902060.8,335755.6,0.05,0.0749,0.155,26683.59,35578.4,0.0,0.0,134.1,154.2,601.2,126.5,19.1,32.64,0.02,5.65,1.22,39.54,35.43,0.03,6.43,1.32,43.2,145529713.9,26801828.7,27083169.7,751844.3,0.0,1326393.7,44194560.6,0.0,98050.1,26939960.7,0.0,2058154.6,16065525.6,6827339.5,0.0,1214231.8,2694731.9,1509883.5,1053020.5,13712847.3,1500.0,411.4,370.0,0.0,0.0,1978.4,10483.6,0.0,1359.1,0.0,4563.4,3346.7,8782.5,1448.6,643.1,1826.0,4417.9,3000.0,17383.2,0.0,3.8,0.48,0.0,0.0,0.0,0.0,0.0,0.0
OH,usa,2024,159554814.5,158579178.8,150650220.0,88672.8,153420333.2,88672.8,0.0,886963.0,0.05,0.0749,0.15,30668.67,33432.9,0.0,0.0,565.1,606.8,798.7,556.4,79.1,32.12,0.04,6.27,0.0,38.44,34.78,0.04,6.98,0.0,41.81,140003171.5,5158845.8,16786044.0,52495644.2,0.0,44544.5,62858280.6,0.0,1677164.2,465140.4,0.0,441077.6,3623779.7,0.0,0.0,1177973.4,357092.7,0.0,76430.3,0.0,94.0,96.5,9938.8,0.0,0.0,252.2,8609.7,0.0,5232.8,0.0,99.5,2134.0,256.9,0.0,592.5,0.0,1177.1,188.0,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0
OK,usa,2024,75106810.3,73601628.6,69921547.1,378404.9,39063825.5,0.0,378404.9,1126776.9,0.05,0.0749,0.136,26886.11,17737.8,0.0,2766.8,238.6,222.0,685.8,531.5,17.6,27.81,0.04,6.15,0.0,34.0,30.23,0.05,6.97,0.0,37.24,74276678.0,34537803.1,0.0,3174727.1,0.0,1111164.3,32096510.7,0.0,801088.9,2254585.9,0.0,0.0,34349705.7,0.0,0.0,69383.1,118714.3,300798.1,0.0,0.0,0.0,0.0,3476.0,0.0,0.0,71.6,7117.6,0.0,1678.7,0.0,855.2,0.0,4271.1,258.0,30.5,0.0,9340.9,0.0,3096.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
OR,usa,2024,53010264.4,51519457.1,48943484.2,3434.1,37869806.2,3434.1,0.0,1487373.2,0.05,0.075,0.172,32482.55,10022.2,0.0,0.0,106.6,110.5,594.7,85.6,6.3,27.98,0.0,5.71,0.0,33.68,30.26,0.0,6.35,0.0,36.61,59356286.5,13649650.9,0.0,0.0,0.0,0.0,15897110.2,0.0,0.0,29201857.9,0.0,605308.5,12252813.3,0.0,0.0,1072153.3,324684.3,0.0,2359.0,0.0,70.0,98.5,0.0,0.0,0.0,250.1,3368.2,0.0,753.0,0.0,6902.5,0.0,0.0,0.0,503.4,0.0,4169.6,140.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PA,usa,2024,161815404.4,157328482.9,149462058.8,3370771.5,147069176.6,73802.9,3296968.7,1116150.0,0.05,0.0749,0.15,29167.71,35829.5,0.0,0.0,316.7,350.9,712.1,433.0,72.2,31.35,0.04,6.12,0.0,37.5,34.06,0.05,6.99,0.0,41.1,230630681.0,10259306.3,56954946.7,21063140.4,0.0,524779.2,134936136.4,0.0,219171.0,2563184.8,0.0,1408794.8,8577460.6,0.0,0.0,87377.6,1594468.2,2637867.4,63353.8,0.0,74.6,322.2,6598.8,0.0,0.0,1135.8,19224.6,0.0,1830.9,0.0,797.5,7186.2,3852.9,1623.0,48.0,0.0,2384.8,149.3,19476.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0
RI,usa,2024,8152912.4,8131261.3,7724698.2,0.0,5289887.9,0.0,0.0,21651.1,0.05,0.0749,0.15,20207.3,2156.3,0.0,0.0,176.9,194.2,562.8,52.5,0.9,33.57,0.04,4.78,0.47,38.86,36.36,0.04,5.38,0.51,42.29,5174651.1,2841373.4,0.0,0.0,0.0,0.0,2171527.3,0.0,0.0,0.0,0.0,161750.4,122181.6,2298188.3,0.0,217953.8,203049.7,0.0,0.0,0.0,0.0,36.9,0.0,0.0,0.0,142.9,1787.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,114.7,582.6,39.0,0.0,0.0,0.0,3.8,0.22,0.0,0.0,0.0,0.0,0.0,0.0
SC,usa,2024,94811438.5,89835673.1,85343889.5,4321111.4,84365135.7,7894.8,4313216.7,654654.0,0.05,0.0749,0.15,30601.23,20532.1,0.0,0.0,231.6,282.9,740.1,621.1,21.8,33.45,0.05,6.23,0.0,39.73,36.5,0.05,7.28,0.0,43.83,96422493.1,5470537.5,52156806.3,14549524.0,0.0,50731.1,17436924.6,0.0,23008.9,2070581.6,0.0,1210587.2,0.0,0.0,0.0,4211606.3,1258931.2,3446985.4,6806.4,0.0,8.0,180.1,5184.0,0.0,0.0,814.8,3057.0,0.0,2485.2,0.0,1336.2,6576.2,372.9,2716.0,2018.9,0.0,0.0,16.0,32592.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SD,usa,2024,12955193.2,12637620.7,12005739.7,0.0,6011933.6,0.0,0.0,317572.5,0.05,0.0749,0.1464,31680.74,2578.8,0.0,84.6,135.2,323.1,776.0,774.6,1.9,27.11,0.05,6.1,0.0,33.25,29.33,0.05,6.67,0.0,36.06,13840850.5,6625687.1,0.0,1072732.5,0.0,151.1,1818427.2,0.0,98131.7,4225721.0,0.0,0.0,6531104.8,0.0,0.0,2136.4,92445.8,0.0,0.0,0.0,0.0,0.0,474.0,0.0,0.0,58.0,290.0,0.0,950.1,0.0,1594.0,0.0,200.9,0.0,1.0,0.0,1797.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TN,usa,2024,109828763.4,106211771.0,100901182.5,2837721.8,104789990.3,0.0,2837721.8,779270.6,0.05,0.0749,0.15,30574.98,22658.5,0.0,0.0,323.8,374.8,755.4,454.3,29.4,31.83,0.05,6.16,0.0,38.04,34.62,0.06,7.04,0.0,41.71,93638876.5,1421780.7,35679198.6,18616603.7,0.0,1755.8,26955578.6,0.0,219023.7,8442744.4,0.0,39523.2,69894.3,0.0,0.0,1137986.6,213899.7,2262667.8,0.0,0.0,0.0,9.2,4844.0,0.0,0.0,139.0,3611.3,0.0,3322.4,0.0,2565.1,4522.7,37.8,1616.3,534.9,0.0,29.1,0.0,19395.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TX,usa,2024,460473428.2,455714400.3,432928680.1,536791.7,292035391.1,524448.0,12343.7,4222236.2,0.05,0.0749,0.1373,23379.79,105132.7,571147.7,7273776.8,271.2,313.0,587.0,527.1,130.9,27.05,0.07,5.22,0.0,32.34,29.4,0.08,5.87,0.0,35.35,482505009.3,163679009.2,40112000.0,31326455.9,0.0,3431135.6,227566092.9,0.0,13653752.5,880813.4,0.0,1394462.0,122149604.0,0.0,0.0,38143462.7,3385942.6,9989.0,451298.6,0.0,572.9,218.5,11925.6,0.0,0.0,2196.5,46746.0,0.0,19816.3,0.0,682.0,4960.0,14791.2,5.0,14380.3,0.0,35592.4,1145.9,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
UT,usa,2024,34901191.0,34374293.4,32655578.8,18499.7,29343573.1,18499.7,0.0,508397.9,0.05,0.075,0.126,35023.74,6491.4,0.0,0.0,662.7,675.9,615.7,542.1,22.7,28.88,0.01,6.01,0.0,34.9,31.23,0.01,6.55,0.0,37.79,34276291.8,5030720.3,0.0,18354610.9,0.0,13.2,9136633.4,0.0,739.1,753169.4,950875.9,33804.8,1128302.5,0.0,3081.3,3127536.7,771799.8,0.0,15724.7,0.0,43.9,7.6,2779.0,0.0,1.5,461.6,1838.4,0.0,525.7,127.5,267.5,0.0,32.8,0.0,1378.1,0.0,388.2,87.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
VA,usa,2024,131930337.4,124000703.2,117800668.0,6804575.0,115112220.2,872155.7,5932419.3,1125059.4,0.05,0.0749,0.15,30394.07,28678.3,0.0,0.0,217.9,295.7,759.2,158.1,20.5,33.06,0.04,6.19,0.0,39.29,36.08,0.05,7.29,0.0,43.42,100883670.8,8888483.0,28065888.0,0.0,0.0,32846.3,54674795.0,0.0,64647.4,1240047.4,0.0,2437855.5,1077878.1,3507522.9,0.0,3518117.0,784965.1,4728758.2,750350.0,0.0,865.0,426.7,0.0,0.0,0.0,530.9,8966.4,0.0,4192.3,0.0,859.1,3568.0,2504.0,3241.0,1762.8,892.1,259.8,1730.1,38892.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
